creationDate|deletionDate|Comment.id|Tag.id
2012-07-13T16:53:32.534+00:00|2013-01-01T00:00:00.000+00:00|1030792152367|5076
2012-07-13T18:46:10.614+00:00|2013-01-01T00:00:00.000+00:00|1030792152368|7555
2012-07-13T18:46:10.614+00:00|2013-01-01T00:00:00.000+00:00|1030792152368|9302
2012-07-13T18:46:10.614+00:00|2013-01-01T00:00:00.000+00:00|1030792152368|13816
2011-10-18T16:02:02.895+00:00|2013-01-01T00:00:00.000+00:00|687194768694|193
2011-10-18T16:02:02.895+00:00|2013-01-01T00:00:00.000+00:00|687194768694|1170
2011-10-18T16:02:02.895+00:00|2013-01-01T00:00:00.000+00:00|687194768694|1995
2011-10-18T16:02:02.895+00:00|2013-01-01T00:00:00.000+00:00|687194768694|2822
2011-10-18T16:02:02.895+00:00|2013-01-01T00:00:00.000+00:00|687194768694|6948
2011-10-18T16:02:02.895+00:00|2013-01-01T00:00:00.000+00:00|687194768694|11390
2011-10-18T16:02:02.895+00:00|2013-01-01T00:00:00.000+00:00|687194768694|15377
2011-10-19T04:15:16.504+00:00|2013-01-01T00:00:00.000+00:00|687194768696|193
2011-10-19T04:15:16.504+00:00|2013-01-01T00:00:00.000+00:00|687194768696|289
2011-10-19T04:15:16.504+00:00|2013-01-01T00:00:00.000+00:00|687194768696|6948
2011-10-19T04:15:16.504+00:00|2013-01-01T00:00:00.000+00:00|687194768696|7572
2011-10-19T04:15:16.504+00:00|2013-01-01T00:00:00.000+00:00|687194768696|9163
2011-10-19T04:15:16.504+00:00|2013-01-01T00:00:00.000+00:00|687194768696|9709
2011-10-19T04:15:16.504+00:00|2013-01-01T00:00:00.000+00:00|687194768696|11251
2012-10-27T02:23:36.987+00:00|2013-01-01T00:00:00.000+00:00|1099511629114|193
2012-10-27T02:23:36.987+00:00|2013-01-01T00:00:00.000+00:00|1099511629114|289
2012-10-27T02:23:36.987+00:00|2013-01-01T00:00:00.000+00:00|1099511629114|593
2012-10-27T02:23:36.987+00:00|2013-01-01T00:00:00.000+00:00|1099511629114|5084
2012-10-27T02:23:36.987+00:00|2013-01-01T00:00:00.000+00:00|1099511629114|9742
2012-10-27T02:23:36.987+00:00|2013-01-01T00:00:00.000+00:00|1099511629114|14137
2011-10-18T15:44:35.359+00:00|2013-01-01T00:00:00.000+00:00|687194768701|1995
2011-10-18T15:44:35.359+00:00|2013-01-01T00:00:00.000+00:00|687194768701|6449
2011-10-18T15:44:35.359+00:00|2013-01-01T00:00:00.000+00:00|687194768701|7022
2011-10-18T15:44:35.359+00:00|2013-01-01T00:00:00.000+00:00|687194768701|8400
2012-10-13T19:27:01.776+00:00|2013-01-01T00:00:00.000+00:00|1099511629124|193
2012-10-13T19:27:01.776+00:00|2013-01-01T00:00:00.000+00:00|1099511629124|2102
2012-10-13T19:27:01.776+00:00|2013-01-01T00:00:00.000+00:00|1099511629124|4940
2012-10-13T19:27:01.776+00:00|2013-01-01T00:00:00.000+00:00|1099511629124|11774
2012-12-05T04:47:47.047+00:00|2013-01-01T00:00:00.000+00:00|1168231105865|1195
2012-12-05T04:47:47.047+00:00|2013-01-01T00:00:00.000+00:00|1168231105865|3077
2012-12-05T04:47:47.047+00:00|2013-01-01T00:00:00.000+00:00|1168231105865|7569
2012-12-05T04:47:47.047+00:00|2013-01-01T00:00:00.000+00:00|1168231105865|9257
2012-12-05T14:31:29.326+00:00|2013-01-01T00:00:00.000+00:00|1168231105866|1195
2012-12-05T14:31:29.326+00:00|2013-01-01T00:00:00.000+00:00|1168231105866|2015
2012-12-05T14:31:29.326+00:00|2013-01-01T00:00:00.000+00:00|1168231105866|2780
2012-10-27T11:43:10.839+00:00|2013-01-01T00:00:00.000+00:00|1099511629133|193
2012-10-27T11:43:10.839+00:00|2013-01-01T00:00:00.000+00:00|1099511629133|4940
2012-10-27T11:43:10.839+00:00|2013-01-01T00:00:00.000+00:00|1099511629133|6456
2012-10-27T11:43:10.839+00:00|2013-01-01T00:00:00.000+00:00|1099511629133|9261
2011-07-22T19:58:03.865+00:00|2013-01-01T00:00:00.000+00:00|618475291982|193
2011-07-22T19:58:03.865+00:00|2013-01-01T00:00:00.000+00:00|618475291982|1195
2011-07-22T19:58:03.865+00:00|2013-01-01T00:00:00.000+00:00|618475291982|2834
2011-07-22T19:58:03.865+00:00|2013-01-01T00:00:00.000+00:00|618475291982|3077
2011-07-22T19:58:03.865+00:00|2013-01-01T00:00:00.000+00:00|618475291982|4940
2011-07-22T19:58:03.865+00:00|2013-01-01T00:00:00.000+00:00|618475291982|10734
2011-07-22T06:49:22.190+00:00|2013-01-01T00:00:00.000+00:00|618475291985|3077
2011-07-22T06:49:22.190+00:00|2013-01-01T00:00:00.000+00:00|618475291985|5068
2011-07-22T06:49:22.190+00:00|2013-01-01T00:00:00.000+00:00|618475291985|5080
2012-10-14T10:00:50.559+00:00|2013-01-01T00:00:00.000+00:00|1099511629139|5502
2012-10-14T10:00:50.559+00:00|2013-01-01T00:00:00.000+00:00|1099511629139|9325
2012-02-18T03:47:18.409+00:00|2013-01-01T00:00:00.000+00:00|824633722199|1684
2012-02-18T03:47:18.409+00:00|2013-01-01T00:00:00.000+00:00|824633722199|1748
2012-02-18T03:47:18.409+00:00|2013-01-01T00:00:00.000+00:00|824633722199|2973
2012-02-18T03:47:18.409+00:00|2013-01-01T00:00:00.000+00:00|824633722199|5084
2012-02-18T03:47:18.409+00:00|2013-01-01T00:00:00.000+00:00|824633722199|5106
2012-02-18T03:47:18.409+00:00|2013-01-01T00:00:00.000+00:00|824633722199|5159
2012-02-18T03:47:18.409+00:00|2013-01-01T00:00:00.000+00:00|824633722199|6433
2012-02-18T03:47:18.409+00:00|2013-01-01T00:00:00.000+00:00|824633722199|9036
2012-02-18T03:47:18.409+00:00|2013-01-01T00:00:00.000+00:00|824633722199|11782
2012-02-18T03:47:18.409+00:00|2013-01-01T00:00:00.000+00:00|824633722199|12295
2011-09-27T15:05:09.812+00:00|2011-09-27T15:05:19.901+00:00|687194768732|410
2011-09-27T15:05:09.812+00:00|2011-09-27T15:05:19.901+00:00|687194768732|583
2011-09-27T15:05:09.812+00:00|2011-09-27T15:05:19.901+00:00|687194768732|2859
2011-09-27T15:05:09.812+00:00|2011-09-27T15:05:19.901+00:00|687194768732|3028
2011-09-27T15:05:09.812+00:00|2011-09-27T15:05:19.901+00:00|687194768732|5076
2011-09-27T15:05:09.812+00:00|2011-09-27T15:05:19.901+00:00|687194768732|7248
2011-09-27T15:05:09.812+00:00|2011-09-27T15:05:19.901+00:00|687194768732|7590
2011-09-27T15:05:09.812+00:00|2011-09-27T15:05:19.901+00:00|687194768732|8147
2012-11-23T21:39:02.639+00:00|2013-01-01T00:00:00.000+00:00|1168231105893|244
2012-11-23T21:39:02.639+00:00|2013-01-01T00:00:00.000+00:00|1168231105893|7620
2012-11-23T21:39:02.639+00:00|2013-01-01T00:00:00.000+00:00|1168231105893|7883
2012-11-24T00:49:06.915+00:00|2013-01-01T00:00:00.000+00:00|1168231105899|244
2012-11-24T00:49:06.915+00:00|2013-01-01T00:00:00.000+00:00|1168231105899|2105
2012-11-24T07:56:24.067+00:00|2013-01-01T00:00:00.000+00:00|1168231105905|6274
2012-07-01T08:15:35.643+00:00|2013-01-01T00:00:00.000+00:00|962072675700|543
2012-07-01T08:15:35.643+00:00|2013-01-01T00:00:00.000+00:00|962072675700|1748
2012-07-01T08:15:35.643+00:00|2013-01-01T00:00:00.000+00:00|962072675700|2076
2012-07-01T08:15:35.643+00:00|2013-01-01T00:00:00.000+00:00|962072675700|2965
2012-07-01T08:15:35.643+00:00|2013-01-01T00:00:00.000+00:00|962072675700|9318
2012-07-01T08:15:35.643+00:00|2013-01-01T00:00:00.000+00:00|962072675700|9467
2012-07-01T08:15:35.643+00:00|2013-01-01T00:00:00.000+00:00|962072675700|11623
2012-07-01T08:15:35.643+00:00|2013-01-01T00:00:00.000+00:00|962072675700|11642
2012-06-15T15:49:14.960+00:00|2013-01-01T00:00:00.000+00:00|962072675702|543
2012-06-15T15:49:14.960+00:00|2013-01-01T00:00:00.000+00:00|962072675702|5178
2012-06-15T15:49:14.960+00:00|2013-01-01T00:00:00.000+00:00|962072675702|9313
2012-06-15T15:49:14.960+00:00|2013-01-01T00:00:00.000+00:00|962072675702|11377
2012-06-15T15:49:14.960+00:00|2013-01-01T00:00:00.000+00:00|962072675702|11623
2012-06-15T15:49:14.960+00:00|2013-01-01T00:00:00.000+00:00|962072675702|11718
2012-06-15T09:43:49.468+00:00|2013-01-01T00:00:00.000+00:00|962072675703|1748
2012-06-15T09:43:49.468+00:00|2013-01-01T00:00:00.000+00:00|962072675703|5105
2012-06-15T09:43:49.468+00:00|2013-01-01T00:00:00.000+00:00|962072675703|5107
2012-06-15T09:43:49.468+00:00|2013-01-01T00:00:00.000+00:00|962072675703|11374
2012-06-15T09:43:49.468+00:00|2013-01-01T00:00:00.000+00:00|962072675703|11623
2012-07-20T07:43:48.176+00:00|2013-01-01T00:00:00.000+00:00|1030792152443|1505
2012-07-20T07:43:48.176+00:00|2013-01-01T00:00:00.000+00:00|1030792152443|1748
2012-07-20T07:43:48.176+00:00|2013-01-01T00:00:00.000+00:00|1030792152443|5105
2012-07-20T07:43:48.176+00:00|2013-01-01T00:00:00.000+00:00|1030792152443|5107
2012-07-20T07:43:48.176+00:00|2013-01-01T00:00:00.000+00:00|1030792152443|9481
2012-07-20T07:43:48.176+00:00|2013-01-01T00:00:00.000+00:00|1030792152443|10799
2012-07-20T07:43:48.176+00:00|2013-01-01T00:00:00.000+00:00|1030792152443|11623
2012-06-15T18:16:34.651+00:00|2013-01-01T00:00:00.000+00:00|962072675714|543
2012-06-15T18:16:34.651+00:00|2013-01-01T00:00:00.000+00:00|962072675714|1748
2012-06-15T18:16:34.651+00:00|2013-01-01T00:00:00.000+00:00|962072675714|2898
2012-06-15T18:16:34.651+00:00|2013-01-01T00:00:00.000+00:00|962072675714|2917
2012-06-15T18:16:34.651+00:00|2013-01-01T00:00:00.000+00:00|962072675714|2965
2012-06-15T18:16:34.651+00:00|2013-01-01T00:00:00.000+00:00|962072675714|7553
2012-06-15T18:16:34.651+00:00|2013-01-01T00:00:00.000+00:00|962072675714|9467
2012-06-15T18:16:34.651+00:00|2013-01-01T00:00:00.000+00:00|962072675714|11377
2012-10-14T17:26:24.774+00:00|2013-01-01T00:00:00.000+00:00|1099511629191|206
2012-10-14T17:26:24.774+00:00|2013-01-01T00:00:00.000+00:00|1099511629191|1748
2012-10-14T17:26:24.774+00:00|2013-01-01T00:00:00.000+00:00|1099511629191|6406
2012-10-14T17:26:24.774+00:00|2013-01-01T00:00:00.000+00:00|1099511629191|6421
2012-10-14T17:26:24.774+00:00|2013-01-01T00:00:00.000+00:00|1099511629191|6443
2012-10-14T17:26:24.774+00:00|2013-01-01T00:00:00.000+00:00|1099511629191|6862
2012-10-14T17:26:24.774+00:00|2013-01-01T00:00:00.000+00:00|1099511629191|6937
2012-10-14T17:26:24.774+00:00|2013-01-01T00:00:00.000+00:00|1099511629191|14063
2012-10-15T00:22:30.901+00:00|2012-11-04T08:01:55.626+00:00|1099511629193|1748
2012-10-15T00:22:30.901+00:00|2012-11-04T08:01:55.626+00:00|1099511629193|6862
2012-10-15T00:22:30.901+00:00|2012-11-04T08:01:55.626+00:00|1099511629193|11035
2012-10-15T00:22:30.901+00:00|2012-11-04T08:01:55.626+00:00|1099511629193|11747
2012-10-15T00:22:30.901+00:00|2012-11-04T08:01:55.626+00:00|1099511629193|12950
2012-10-15T00:22:30.901+00:00|2012-11-04T08:01:55.626+00:00|1099511629193|13379
2012-10-15T00:22:30.901+00:00|2012-11-04T08:01:55.626+00:00|1099511629193|14063
2012-06-14T22:17:55.381+00:00|2013-01-01T00:00:00.000+00:00|962072675728|976
2012-06-14T22:17:55.381+00:00|2013-01-01T00:00:00.000+00:00|962072675728|1375
2012-06-14T22:17:55.381+00:00|2013-01-01T00:00:00.000+00:00|962072675728|1748
2012-06-14T22:17:55.381+00:00|2013-01-01T00:00:00.000+00:00|962072675728|2076
2012-06-14T22:17:55.381+00:00|2013-01-01T00:00:00.000+00:00|962072675728|5710
2012-06-14T22:17:55.381+00:00|2013-01-01T00:00:00.000+00:00|962072675728|6406
2012-06-14T22:17:55.381+00:00|2013-01-01T00:00:00.000+00:00|962072675728|6899
2012-06-14T22:17:55.381+00:00|2013-01-01T00:00:00.000+00:00|962072675728|9146
2012-06-14T22:17:55.381+00:00|2013-01-01T00:00:00.000+00:00|962072675728|14063
2012-06-14T22:17:55.381+00:00|2013-01-01T00:00:00.000+00:00|962072675728|14959
2012-06-15T05:22:54.203+00:00|2013-01-01T00:00:00.000+00:00|962072675729|1202
2012-06-15T05:22:54.203+00:00|2013-01-01T00:00:00.000+00:00|962072675729|1992
2012-06-15T05:22:54.203+00:00|2013-01-01T00:00:00.000+00:00|962072675729|2076
2012-06-15T05:22:54.203+00:00|2013-01-01T00:00:00.000+00:00|962072675729|5459
2012-06-15T05:22:54.203+00:00|2013-01-01T00:00:00.000+00:00|962072675729|6605
2012-06-15T05:22:54.203+00:00|2013-01-01T00:00:00.000+00:00|962072675729|9293
2012-06-15T05:22:54.203+00:00|2013-01-01T00:00:00.000+00:00|962072675729|14063
2012-10-14T04:29:13.508+00:00|2013-01-01T00:00:00.000+00:00|1099511629205|1178
2012-10-14T04:29:13.508+00:00|2013-01-01T00:00:00.000+00:00|1099511629205|2840
2012-10-14T04:29:13.508+00:00|2013-01-01T00:00:00.000+00:00|1099511629205|2867
2012-10-14T04:29:13.508+00:00|2013-01-01T00:00:00.000+00:00|1099511629205|2929
2012-10-14T04:29:13.508+00:00|2013-01-01T00:00:00.000+00:00|1099511629205|7012
2012-10-14T04:29:13.508+00:00|2013-01-01T00:00:00.000+00:00|1099511629205|9289
2012-10-14T04:29:13.508+00:00|2013-01-01T00:00:00.000+00:00|1099511629205|11752
2012-06-15T15:16:06.622+00:00|2013-01-01T00:00:00.000+00:00|962072675737|294
2012-06-15T15:16:06.622+00:00|2013-01-01T00:00:00.000+00:00|962072675737|1748
2012-06-15T15:16:06.622+00:00|2013-01-01T00:00:00.000+00:00|962072675737|5132
2012-06-15T15:16:06.622+00:00|2013-01-01T00:00:00.000+00:00|962072675737|5863
2012-06-15T15:16:06.622+00:00|2013-01-01T00:00:00.000+00:00|962072675737|7505
2012-06-15T15:16:06.622+00:00|2013-01-01T00:00:00.000+00:00|962072675737|7553
2012-06-15T15:16:06.622+00:00|2013-01-01T00:00:00.000+00:00|962072675737|7746
2012-06-15T15:16:06.622+00:00|2013-01-01T00:00:00.000+00:00|962072675737|9076
2012-06-15T15:16:06.622+00:00|2013-01-01T00:00:00.000+00:00|962072675737|9262
2012-06-15T15:16:06.622+00:00|2013-01-01T00:00:00.000+00:00|962072675737|12027
2012-10-30T19:43:59.873+00:00|2013-01-01T00:00:00.000+00:00|1099511629211|4849
2012-10-30T19:43:59.873+00:00|2013-01-01T00:00:00.000+00:00|1099511629211|5132
2012-10-30T19:43:59.873+00:00|2013-01-01T00:00:00.000+00:00|1099511629211|7775
2012-10-30T19:43:59.873+00:00|2013-01-01T00:00:00.000+00:00|1099511629211|9078
2012-10-30T19:43:59.873+00:00|2013-01-01T00:00:00.000+00:00|1099511629211|9474
2012-10-30T19:43:59.873+00:00|2013-01-01T00:00:00.000+00:00|1099511629211|10782
2012-10-30T19:43:59.873+00:00|2013-01-01T00:00:00.000+00:00|1099511629211|12269
2012-10-13T22:37:25.969+00:00|2013-01-01T00:00:00.000+00:00|1099511629220|1748
2012-10-13T22:37:25.969+00:00|2013-01-01T00:00:00.000+00:00|1099511629220|2030
2012-10-13T22:37:25.969+00:00|2013-01-01T00:00:00.000+00:00|1099511629220|5929
2012-10-13T22:37:25.969+00:00|2013-01-01T00:00:00.000+00:00|1099511629220|7395
2012-10-13T22:37:25.969+00:00|2013-01-01T00:00:00.000+00:00|1099511629220|8063
2012-10-13T22:37:25.969+00:00|2013-01-01T00:00:00.000+00:00|1099511629220|9225
2012-10-13T22:37:25.969+00:00|2013-01-01T00:00:00.000+00:00|1099511629220|9704
2012-10-13T22:37:25.969+00:00|2013-01-01T00:00:00.000+00:00|1099511629220|11417
2012-10-13T22:37:25.969+00:00|2013-01-01T00:00:00.000+00:00|1099511629220|15678
2012-10-19T13:01:14.372+00:00|2013-01-01T00:00:00.000+00:00|1099511629221|1748
2012-10-19T13:01:14.372+00:00|2013-01-01T00:00:00.000+00:00|1099511629221|2030
2012-10-19T13:01:14.372+00:00|2013-01-01T00:00:00.000+00:00|1099511629221|2807
2012-10-19T13:01:14.372+00:00|2013-01-01T00:00:00.000+00:00|1099511629221|8019
2012-10-19T13:01:14.372+00:00|2013-01-01T00:00:00.000+00:00|1099511629221|9093
2012-10-19T13:01:14.372+00:00|2013-01-01T00:00:00.000+00:00|1099511629221|9225
2012-10-19T13:01:14.372+00:00|2013-01-01T00:00:00.000+00:00|1099511629221|11237
2012-10-19T13:01:14.372+00:00|2013-01-01T00:00:00.000+00:00|1099511629221|11724
2012-08-04T05:28:30.593+00:00|2013-01-01T00:00:00.000+00:00|1030792152489|1758
2012-08-04T05:28:30.593+00:00|2013-01-01T00:00:00.000+00:00|1030792152489|2030
2012-08-04T05:28:30.593+00:00|2013-01-01T00:00:00.000+00:00|1030792152489|6938
2012-08-04T05:28:30.593+00:00|2013-01-01T00:00:00.000+00:00|1030792152489|9030
2012-08-04T05:28:30.593+00:00|2013-01-01T00:00:00.000+00:00|1030792152489|9050
2012-08-04T05:28:30.593+00:00|2013-01-01T00:00:00.000+00:00|1030792152489|9225
2012-08-04T05:28:30.593+00:00|2013-01-01T00:00:00.000+00:00|1030792152489|11237
2012-08-04T05:28:30.593+00:00|2013-01-01T00:00:00.000+00:00|1030792152489|11417
2012-08-04T05:28:30.593+00:00|2013-01-01T00:00:00.000+00:00|1030792152489|11583
2012-08-03T19:18:38.536+00:00|2013-01-01T00:00:00.000+00:00|1030792152497|1532
2012-08-03T19:18:38.536+00:00|2013-01-01T00:00:00.000+00:00|1030792152497|2030
2012-08-03T19:18:38.536+00:00|2013-01-01T00:00:00.000+00:00|1030792152497|2102
2012-08-03T19:18:38.536+00:00|2013-01-01T00:00:00.000+00:00|1030792152497|5116
2012-08-03T19:18:38.536+00:00|2013-01-01T00:00:00.000+00:00|1030792152497|8939
2012-08-03T19:18:38.536+00:00|2013-01-01T00:00:00.000+00:00|1030792152497|9225
2012-08-03T19:18:38.536+00:00|2013-01-01T00:00:00.000+00:00|1030792152497|11237
2012-08-03T19:18:38.536+00:00|2013-01-01T00:00:00.000+00:00|1030792152497|11583
2012-07-20T17:04:54.498+00:00|2013-01-01T00:00:00.000+00:00|1030792152631|1410
2012-07-20T17:04:54.498+00:00|2013-01-01T00:00:00.000+00:00|1030792152631|1991
2012-07-20T17:04:54.498+00:00|2013-01-01T00:00:00.000+00:00|1030792152631|7558
2012-07-20T17:04:54.498+00:00|2013-01-01T00:00:00.000+00:00|1030792152631|9181
2012-05-14T01:54:59.422+00:00|2013-01-01T00:00:00.000+00:00|962072675896|1410
2012-05-14T01:54:59.422+00:00|2013-01-01T00:00:00.000+00:00|962072675896|12031
2012-05-14T01:54:59.422+00:00|2013-01-01T00:00:00.000+00:00|962072675896|12452
2012-08-18T10:26:08.041+00:00|2013-01-01T00:00:00.000+00:00|1030792152633|1410
2012-08-18T10:26:08.041+00:00|2013-01-01T00:00:00.000+00:00|1030792152633|6779
2012-08-18T10:26:08.041+00:00|2013-01-01T00:00:00.000+00:00|1030792152633|9879
2012-08-19T09:18:37.089+00:00|2013-01-01T00:00:00.000+00:00|1030792152634|1410
2012-08-19T09:18:37.089+00:00|2013-01-01T00:00:00.000+00:00|1030792152634|2829
2012-08-19T09:18:37.089+00:00|2013-01-01T00:00:00.000+00:00|1030792152634|6293
2012-08-19T09:18:37.089+00:00|2013-01-01T00:00:00.000+00:00|1030792152634|6779
2012-11-19T05:33:53.708+00:00|2013-01-01T00:00:00.000+00:00|1168231106111|575
2012-11-19T05:33:53.708+00:00|2013-01-01T00:00:00.000+00:00|1168231106111|1206
2012-11-19T05:33:53.708+00:00|2013-01-01T00:00:00.000+00:00|1168231106111|2088
2012-11-19T05:33:53.708+00:00|2013-01-01T00:00:00.000+00:00|1168231106111|2836
2012-11-19T05:33:53.708+00:00|2013-01-01T00:00:00.000+00:00|1168231106111|4960
2012-11-19T05:33:53.708+00:00|2013-01-01T00:00:00.000+00:00|1168231106111|11903
2012-11-19T05:33:53.708+00:00|2013-01-01T00:00:00.000+00:00|1168231106111|12229
2012-11-19T22:45:24.101+00:00|2013-01-01T00:00:00.000+00:00|1168231106114|575
2012-11-19T22:45:24.101+00:00|2013-01-01T00:00:00.000+00:00|1168231106114|1183
2012-11-19T22:45:24.101+00:00|2013-01-01T00:00:00.000+00:00|1168231106114|2088
2012-11-19T22:45:24.101+00:00|2013-01-01T00:00:00.000+00:00|1168231106114|9195
2012-11-19T22:45:24.101+00:00|2013-01-01T00:00:00.000+00:00|1168231106114|10755
2012-11-19T22:45:24.101+00:00|2013-01-01T00:00:00.000+00:00|1168231106114|11739
2012-11-19T22:45:24.101+00:00|2013-01-01T00:00:00.000+00:00|1168231106114|12229
2012-11-20T04:56:07.423+00:00|2013-01-01T00:00:00.000+00:00|1168231106115|575
2012-11-20T04:56:07.423+00:00|2013-01-01T00:00:00.000+00:00|1168231106115|1183
2012-11-20T04:56:07.423+00:00|2013-01-01T00:00:00.000+00:00|1168231106115|2088
2012-11-20T04:56:07.423+00:00|2013-01-01T00:00:00.000+00:00|1168231106115|7256
2012-11-20T04:56:07.423+00:00|2013-01-01T00:00:00.000+00:00|1168231106115|7316
