creationDate|Comment.id|Post.id
2012-02-10T07:40:19.202+00:00|824633725068|687194771587
2012-02-09T13:31:28.618+00:00|824633725073|755914248335
2012-02-09T14:28:00.262+00:00|824633725074|755914248335
2012-08-18T17:39:30.511+00:00|1030792155283|755914248335
2012-02-09T22:18:15.462+00:00|824633725076|755914248335
2012-02-09T15:48:06.308+00:00|824633725079|755914248335
2012-02-09T11:35:34.466+00:00|824633725081|755914248335
2012-02-09T11:40:30.883+00:00|824633725086|755914248347
2012-02-09T15:17:10.036+00:00|824633725088|755914248347
2012-08-18T04:16:31.748+00:00|1030792155297|755914248347
2012-02-09T22:11:46.460+00:00|824633725091|755914248347
2012-07-18T04:25:42.099+00:00|1030792156175|1030792156174
2012-07-12T23:24:04.350+00:00|1030792156177|1030792156174
2012-08-26T00:35:32.229+00:00|1030792156178|1030792156174
2012-07-12T23:23:57.235+00:00|1030792156180|1030792156174
2012-08-26T09:51:10.939+00:00|1030792156186|412316865561
2012-07-18T04:31:11.529+00:00|1030792156187|412316865561
2012-08-25T19:45:57.304+00:00|1030792156197|824633725988
2012-08-25T22:01:35.883+00:00|1030792156198|824633725988
2012-08-26T08:10:27.147+00:00|1030792156199|824633725988
2012-07-18T04:48:30.182+00:00|1030792156201|824633725988
