creationDate|deletionDate|Person1.id|Person2.id
2012-03-30T10:11:12.788+00:00|2019-12-30T00:00:00.000+00:00|28587302322180|30786325577731
2012-03-30T10:11:12.788+00:00|2019-12-30T00:00:00.000+00:00|28587302322180|32985348833329
2012-03-30T10:11:12.788+00:00|2019-12-30T00:00:00.000+00:00|28587302322180|35184372088856
2012-04-08T11:47:54.301+00:00|2019-12-30T00:00:00.000+00:00|28587302322204|35184372088850
2010-10-28T05:49:29.470+00:00|2019-12-30T00:00:00.000+00:00|8796093022237|24189255811081
2010-10-28T05:49:29.470+00:00|2019-12-30T00:00:00.000+00:00|8796093022237|24189255811109
2010-10-28T05:49:29.470+00:00|2019-12-30T00:00:00.000+00:00|8796093022237|35184372088856
2011-05-11T19:46:47.595+00:00|2019-12-30T00:00:00.000+00:00|17592186044461|26388279066658
2010-03-24T18:14:04.882+00:00|2019-12-30T00:00:00.000+00:00|2199023255557|8796093022237
2010-03-24T18:14:04.882+00:00|2019-12-30T00:00:00.000+00:00|2199023255557|13194139533355
2010-03-24T18:14:04.882+00:00|2019-12-30T00:00:00.000+00:00|2199023255557|24189255811081
2010-12-24T05:25:34.086+00:00|2019-12-30T00:00:00.000+00:00|10995116277782|26388279066641
2010-12-24T05:25:34.086+00:00|2019-12-30T00:00:00.000+00:00|10995116277782|26388279066658
2010-12-24T05:25:34.086+00:00|2019-12-30T00:00:00.000+00:00|10995116277782|28587302322180
2010-12-24T05:25:34.086+00:00|2019-12-30T00:00:00.000+00:00|10995116277782|28587302322204
2010-12-24T05:25:34.086+00:00|2019-12-30T00:00:00.000+00:00|10995116277782|35184372088856
2010-01-03T15:10:31.499+00:00|2019-12-30T00:00:00.000+00:00|14|10995116277782
2010-01-03T15:10:31.499+00:00|2019-12-30T00:00:00.000+00:00|14|24189255811081
2010-01-03T15:10:31.499+00:00|2019-12-30T00:00:00.000+00:00|14|26388279066668
2011-10-17T04:08:45.182+00:00|2019-12-30T00:00:00.000+00:00|21990232555527|24189255811081
2010-01-31T13:13:03.929+00:00|2019-12-30T00:00:00.000+00:00|16|2199023255594
2010-01-31T13:13:03.929+00:00|2019-12-30T00:00:00.000+00:00|16|26388279066655
2010-01-31T13:13:03.929+00:00|2019-12-30T00:00:00.000+00:00|16|28587302322180
2010-01-31T13:13:03.929+00:00|2019-12-30T00:00:00.000+00:00|16|28587302322204
2011-02-19T10:23:00.379+00:00|2019-12-30T00:00:00.000+00:00|13194139533352|19791209299987
2011-02-19T10:23:00.379+00:00|2019-12-30T00:00:00.000+00:00|13194139533352|26388279066641
2011-02-19T10:23:00.379+00:00|2019-12-30T00:00:00.000+00:00|13194139533352|26388279066658
2011-02-19T10:23:00.379+00:00|2019-12-30T00:00:00.000+00:00|13194139533352|28587302322180
2011-02-19T10:23:00.379+00:00|2019-12-30T00:00:00.000+00:00|13194139533352|28587302322196
2011-02-19T10:23:00.379+00:00|2019-12-30T00:00:00.000+00:00|13194139533352|28587302322204
2011-02-19T10:23:00.379+00:00|2019-12-30T00:00:00.000+00:00|13194139533352|35184372088850
2012-01-12T23:55:02.878+00:00|2019-12-30T00:00:00.000+00:00|26388279066641|28587302322180
2012-01-12T23:55:02.878+00:00|2019-12-30T00:00:00.000+00:00|26388279066641|28587302322204
2010-11-13T15:50:09.443+00:00|2019-12-30T00:00:00.000+00:00|10995116277761|13194139533352
2010-11-13T15:50:09.443+00:00|2019-12-30T00:00:00.000+00:00|10995116277761|17592186044443
2010-11-13T15:50:09.443+00:00|2019-12-30T00:00:00.000+00:00|10995116277761|26388279066655
2010-11-13T15:50:09.443+00:00|2019-12-30T00:00:00.000+00:00|10995116277761|26388279066658
2011-06-24T17:11:54.199+00:00|2019-12-30T00:00:00.000+00:00|17592186044443|28587302322180
2011-01-09T19:16:37.913+00:00|2019-12-30T00:00:00.000+00:00|13194139533355|24189255811081
2011-01-09T19:16:37.913+00:00|2019-12-30T00:00:00.000+00:00|13194139533355|32985348833329
2010-09-28T17:46:50.451+00:00|2019-12-30T00:00:00.000+00:00|8796093022244|13194139533355
2012-02-26T23:41:53.145+00:00|2019-12-30T00:00:00.000+00:00|26388279066668|28587302322180
2012-02-26T23:41:53.145+00:00|2019-12-30T00:00:00.000+00:00|26388279066668|28587302322204
2010-08-08T01:41:16.348+00:00|2019-12-30T00:00:00.000+00:00|6597069766702|26388279066658
2012-03-19T21:30:34.350+00:00|2019-12-30T00:00:00.000+00:00|28587302322191|35184372088856
