creationDate|id|locationIP|browserUsed|content|length|creator|place|parentPost|parentComment
2012-08-28T20:18:28.234+00:00|1030792152587|31.170.121.115|Internet Explorer|no way!|7|28587302322180|48||1030792152585
2012-08-28T15:52:49.741+00:00|1030792152588|203.215.63.48|Firefox|no way!|7|2199023255557|65|1030792152581|
2012-08-28T21:05:19.493+00:00|1030792152589|31.192.109.124|Internet Explorer|About Yevgeny Kafelnikov,  at the same Grand Slam toAbout H. P. Lovecraft, |75|4398046511148|56||1030792152585
2012-06-13T00:29:22.075+00:00|962072675857|1.2.2.77|Firefox|ok|2|19791209299997|1|962072675856|
2012-06-13T09:25:02.269+00:00|962072675858|203.215.63.48|Firefox|About Arnaud Clément, is best achievement About J. R. R. Tolkien, lologist, |76|2199023255557|65|962072675856|
2012-06-14T01:26:08.098+00:00|962072675859|31.209.42.207|Internet Explorer|fine|4|8796093022238|101||962072675858
2012-06-12T14:33:27.658+00:00|962072675860|1.29.220.142|Chrome|maybe|5|21990232555527|1|962072675856|
2012-06-13T13:55:21.067+00:00|962072675861|1.2.2.77|Firefox|About Arnaud Clément, best achievement is reachiAbout J. R. R. Tolkien, term legendarium to the laAbout Adam Smith, sNotable ideas Classical eAbout Gene|152|19791209299997|1||962072675858
2012-06-13T10:22:16.756+00:00|962072675862|203.215.63.48|Firefox|no|2|2199023255557|65||962072675858
2012-06-13T14:28:19.627+00:00|962072675863|202.51.80.229|Chrome|great|5|21990232555527|88||962072675861
2012-06-13T14:21:23.379+00:00|962072675864|27.116.34.47|Chrome|About J. R. R. Tolkien, the informal liAbout Samuel Taylor Coleridge, elie|74|6597069766699|0||962072675861
2012-08-24T09:05:53.665+00:00|1030792152798|148.204.226.31|Chrome|LOL|3|24189255811104|53|1030792152797|
2012-08-24T11:43:40.327+00:00|1030792152799|193.104.227.215|Internet Explorer|ok|2|26388279066641|86|1030792152797|
2012-08-25T05:44:44.723+00:00|1030792152800|197.220.203.36|Firefox|great|5|19791209299987|110|1030792152797|
2012-08-24T09:08:32.402+00:00|1030792152801|197.220.203.36|Firefox|great|5|19791209299987|110|1030792152797|
2012-08-24T14:20:12.562+00:00|1030792152802|193.104.227.215|Internet Explorer|maybe|5|26388279066641|86|1030792152797|
2012-08-24T17:11:17.013+00:00|1030792152803|193.104.227.215|Internet Explorer|duh|3|26388279066641|86|1030792152797|
2012-08-24T20:29:21.604+00:00|1030792152804|197.220.203.36|Firefox|no way!|7|19791209299987|110|1030792152797|
2012-08-24T21:12:08.146+00:00|1030792152805|196.29.42.107|Firefox|About Wolfgang Amadeus Mozart, ions of the RequieAbout Mick Jagger, xed reception. In A|87|19791209300010|60|1030792152797|
2012-08-25T01:25:44.243+00:00|1030792152806|197.220.203.36|Firefox|no way!|7|19791209299987|110|1030792152797|
2012-08-24T22:44:48.199+00:00|1030792152807|197.220.203.36|Firefox|right|5|19791209299987|110||1030792152805
2012-08-24T09:06:03.680+00:00|1030792152808|148.204.226.31|Chrome|good|4|24189255811104|53|1030792152797|
2012-08-24T09:14:42.301+00:00|1030792152809|148.204.226.31|Chrome|no|2|24189255811104|53|1030792152797|
2012-08-24T23:34:20.799+00:00|1030792152810|193.104.227.215|Internet Explorer|thanks|6|26388279066641|86||1030792152805
2012-08-24T09:08:28.987+00:00|1030792152811|27.122.45.252|Internet Explorer|About Pope John Paul II, of his predecessAbout Mick Jagger, t the career of |76|10995116277782|52|1030792152797|
2012-08-24T15:12:57.692+00:00|1030792152812|196.29.42.107|Firefox|thanks|6|19791209300010|60||1030792152811
2012-08-24T09:29:05.710+00:00|1030792152813|27.122.45.252|Internet Explorer|yes|3|10995116277782|52||1030792152811
2012-09-16T10:28:04.980+00:00|1099511629551|27.122.45.252|Internet Explorer|great|5|10995116277782|52|1099511629550|
2012-09-16T10:30:01.462+00:00|1099511629552|196.29.42.107|Firefox|thx|3|19791209300010|60|1099511629550|
2012-09-16T19:48:37.059+00:00|1099511629553|197.220.203.36|Firefox|no way!|7|19791209299987|110|1099511629550|
2012-09-17T03:24:36.451+00:00|1099511629554|148.204.226.31|Chrome|About Khalid Sheikh Mohammed, er the last tweAbout God Bless America, ices|74|24189255811104|53|1099511629550|
2012-09-16T10:31:11.134+00:00|1099511629555|196.29.42.107|Firefox|thx|3|19791209300010|60|1099511629550|
2012-09-17T14:28:19.229+00:00|1099511629556|27.122.45.252|Internet Explorer|About America the Beautiful,  1910 and titleAbout God Bless America, n by |74|10995116277782|52||1099511629554
2012-09-17T07:12:38.047+00:00|1099511629557|193.104.227.215|Internet Explorer|yes|3|26388279066641|86||1099511629554
2012-09-17T17:10:31.832+00:00|1099511629558|196.29.42.107|Firefox|About Muhammad Ali Jinnah, lim state asAbout Khalid Sheikh Mohammed, he Richard R|81|19791209300010|60||1099511629554
2012-09-16T14:51:45.875+00:00|1099511629560|197.220.203.36|Firefox|About Ted Kennedy, m were among his beAbout Emmylou Harris,  albums and sin|75|19791209299987|110|1099511629559|
2012-09-17T02:03:35.654+00:00|1099511629561|27.122.45.252|Internet Explorer|no|2|10995116277782|52|1099511629559|
2012-09-16T16:35:22.540+00:00|1099511629562|148.204.226.31|Chrome|right|5|24189255811104|53||1099511629560
2012-09-16T14:54:22.954+00:00|1099511629563|196.29.42.107|Firefox|yes|3|19791209300010|60|1099511629559|
2012-09-17T02:52:25.144+00:00|1099511629564|186.64.7.5|Firefox|About Marvin Gaye, y- and mid-1970s included the albums,About Stanley Kubrick, ng in England. His home became his woAbout Ted Kennedy,  of my lif|145|28587302322210|61||1099511629560
2012-09-17T05:09:28.729+00:00|1099511629565|148.204.226.31|Chrome|LOL|3|24189255811104|53||1099511629560
2012-09-16T23:25:02.530+00:00|1099511629566|31.41.169.140|Chrome|great|5|16|92||1099511629560
2012-09-16T22:14:21.512+00:00|1099511629567|193.104.227.215|Internet Explorer|yes|3|26388279066641|86|1099511629559|
2012-11-26T06:19:08.787+00:00|1168231106819|203.215.63.48|Firefox|no way!|7|2199023255557|65|1168231106818|
2012-11-25T23:25:18.371+00:00|1168231106820|91.191.192.127|Firefox|thanks|6|24189255811081|4|1168231106818|
2012-11-25T21:16:42.249+00:00|1168231106821|49.206.89.61|Safari|right|5|24189255811121|0|1168231106818|
2012-11-26T01:19:03.466+00:00|1168231106822|91.191.192.127|Firefox|About W. B. Yeats,  and The Winding StairAbout Abraham Lincoln, ncoln was assassinate|85|24189255811081|4|1168231106818|
2012-11-26T06:43:07.250+00:00|1168231106823|91.191.192.127|Firefox|LOL|3|24189255811081|4||1168231106822
2012-11-26T01:21:33.005+00:00|1168231106824|115.186.113.189|Safari|thanks|6|2199023255573|54||1168231106822
2011-08-18T15:52:48.040+00:00|618475292938|203.215.63.48|Firefox|fine|4|2199023255557|65|618475292937|
2011-08-18T23:38:11.907+00:00|618475292939|203.215.63.48|Firefox|About Hamid Karzai, s selected by promineAbout Carl Linnaeus, rman writer Johann W|82|2199023255557|65|618475292937|
2011-08-19T22:57:56.642+00:00|618475292940|203.215.63.48|Firefox|thanks|6|2199023255557|65||618475292939
2011-08-19T15:39:17.352+00:00|618475292941|203.215.63.48|Firefox|About George Washington, d soldier. Washington quickly bAbout Roman Polanski,  Polanski's |90|2199023255557|65|618475292937|
2011-08-20T09:30:59.863+00:00|618475292942|203.215.63.48|Firefox|great|5|2199023255557|65||618475292941
2011-08-19T05:32:09.992+00:00|618475292943|203.215.63.48|Firefox|roflol|6|2199023255557|65||618475292939
2011-11-13T05:59:03.890+00:00|755914246417|203.215.63.48|Firefox|duh|3|2199023255557|65|755914246416|
2011-11-13T04:12:01.552+00:00|755914246418|203.215.63.48|Firefox|great|5|2199023255557|65|755914246416|
2011-11-13T01:21:25.775+00:00|755914246419|203.215.63.48|Firefox|fine|4|2199023255557|65|755914246416|
2011-11-13T01:24:55.256+00:00|755914246420|203.215.63.48|Firefox|no way!|7|2199023255557|65|755914246416|
2011-11-13T15:46:58.102+00:00|755914246421|203.215.63.48|Firefox|About Hamid Karzai, 001. During the December 2001 InternationaAbout Archbishopric |82|2199023255557|65|755914246416|
2011-11-14T09:29:58.686+00:00|755914246422|203.215.63.48|Firefox|About Hamid Karzai, tion, Karzai was declared winner and becamAbout Girl from the N|83|2199023255557|65||755914246421
2012-07-17T03:12:39.294+00:00|1030792153368|115.186.113.189|Safari|roflol|6|2199023255573|54|1030792153367|
2012-07-17T02:04:56.580+00:00|1030792153369|27.116.33.147|Safari|ok|2|19791209300009|0|1030792153367|
2012-07-17T15:27:26.998+00:00|1030792153370|115.186.113.189|Safari|About Abraham Lincoln, canism, equal rights, liberty, and democrAbout Nymphetamin|81|2199023255573|54|1030792153367|
2012-07-17T20:05:13.879+00:00|1030792153371|203.215.63.48|Firefox|no way!|7|2199023255557|65||1030792153370
2012-07-17T15:27:49.458+00:00|1030792153372|115.186.113.189|Safari|good|4|2199023255573|54||1030792153370
2012-07-16T22:31:37.062+00:00|1030792153373|49.206.89.61|Safari|no|2|24189255811121|0|1030792153367|
2011-10-07T12:24:53.211+00:00|687194769695|203.215.63.48|Firefox|About David Cameron,  Kingdom, About Tom Waits, uent songwAbout Alicia Keys, es. The alAbo|90|2199023255557|65|687194769694|
2011-10-07T12:36:35.246+00:00|687194769696|203.215.63.48|Firefox|no|2|2199023255557|65||687194769695
2011-10-08T07:39:59.489+00:00|687194769697|203.215.63.48|Firefox|About Dimitri Tiomkin, ed one of About Charles I of England, ns. CharleAbout I Sho|82|2199023255557|65|687194769694|
2011-10-08T03:01:54.190+00:00|687194769698|203.215.63.48|Firefox|maybe|5|2199023255557|65|687194769694|
2011-10-08T16:06:07.147+00:00|687194769699|203.215.63.48|Firefox|thanks|6|2199023255557|65||687194769697
2011-10-07T19:15:22.112+00:00|687194769700|203.215.63.48|Firefox|LOL|3|2199023255557|65||687194769695
2011-10-07T10:06:29.193+00:00|687194769701|203.215.63.48|Firefox|no|2|2199023255557|65|687194769694|
2011-10-07T15:36:44.983+00:00|687194769702|203.215.63.48|Firefox|duh|3|2199023255557|65||687194769695
2011-10-08T09:05:33.303+00:00|687194769703|46.29.47.244|Firefox|maybe|5|2199023255557|50||687194769697
2011-10-07T12:25:40.451+00:00|687194769704|203.215.63.48|Firefox|right|5|2199023255557|65||687194769695
2011-10-08T04:21:51.723+00:00|687194769705|203.215.63.48|Firefox|About David Cameron, ative leadersAbout Live in Hyde Park, The Prince's About James Bo|86|2199023255557|65|687194769694|
2011-10-07T16:53:55.971+00:00|687194769706|203.215.63.48|Firefox|About David Cameron, l of LiverAbout I Should Be So Lucky, om her debAbout Trinidad an|86|2199023255557|65|687194769694|
2011-10-09T05:30:00.321+00:00|687194769707|203.215.63.48|Firefox|thanks|6|2199023255557|65||687194769697
2011-10-08T02:25:55.069+00:00|687194769709|203.215.63.48|Firefox|duh|3|2199023255557|65|687194769708|
2011-10-07T10:13:36.854+00:00|687194769710|203.215.63.48|Firefox|thanks|6|2199023255557|65|687194769708|
2011-10-07T21:01:28.054+00:00|687194769711|203.215.63.48|Firefox|About James Brown, n American singer, songwriter, musician, and About Russian Soviet Federative Socialist Republic, f Soviet Socialist|134|2199023255557|65|687194769708|
2011-10-08T02:04:49.168+00:00|687194769712|203.215.63.48|Firefox|roflol|6|2199023255557|65|687194769708|
2011-10-07T21:17:00.288+00:00|687194769713|203.215.63.48|Firefox|cool|4|2199023255557|65||687194769711
2011-10-07T19:28:35.643+00:00|687194769714|203.215.63.48|Firefox|maybe|5|2199023255557|65|687194769708|
2011-10-07T21:50:49.540+00:00|687194769715|203.215.63.48|Firefox|right|5|2199023255557|65||687194769711
2011-10-08T09:08:22.352+00:00|687194769716|203.215.63.48|Firefox|maybe|5|2199023255557|65||687194769711
2011-10-08T15:05:51.369+00:00|687194769717|203.215.63.48|Firefox|I see|5|2199023255557|65||687194769711
2011-10-07T16:49:20.119+00:00|687194769718|203.215.63.48|Firefox|maybe|5|2199023255557|65|687194769708|
2011-10-07T10:24:55.012+00:00|687194769719|203.215.63.48|Firefox|About Dimitri Tiomkin, for his westerns, wheAbout Libya, t HDI in Africa and tAb|80|2199023255557|65|687194769708|
2011-10-07T16:45:22.729+00:00|687194769720|203.215.63.48|Firefox|cool|4|2199023255557|65|687194769708|
2011-10-07T10:32:55.847+00:00|687194769721|203.215.63.48|Firefox|LOL|3|2199023255557|65||687194769719
2012-12-29T01:29:47.004+00:00|1168231106875|115.186.113.189|Safari|About Pope Benedict XVI, John Lateran, on 7 May 2005. A native of BavarAbout Saint Peter, |90|2199023255573|54|1168231106874|
2012-12-29T01:32:57.134+00:00|1168231106876|31.209.179.5|Firefox|About Pope Benedict XVI, em of the 21st century. He teaches the imporAbout La Revolució|87|37383395344412|101||1168231106875
2012-12-29T07:34:33.446+00:00|1168231106877|148.204.226.31|Chrome|About Pope Benedict XVI, bishop of Munich and FreisAbout La Revolución, nue|75|24189255811104|53||1168231106876
2012-12-29T20:52:51.021+00:00|1168231106878|192.100.158.95|Internet Explorer|About Saint Peter, ollege is a private, coeducational RomanAbout Bad to the Bon|79|35184372088870|53||1168231106875
2012-12-29T12:19:00.588+00:00|1168231106879|91.191.192.127|Firefox|I see|5|24189255811081|4||1168231106876
2012-12-29T20:53:09.387+00:00|1168231106880|49.50.77.195|Firefox|fine|4|26388279066650|0||1168231106878
2012-12-29T09:35:25.163+00:00|1168231106881|115.186.113.189|Safari|no way!|7|2199023255573|54||1168231106877
2012-12-30T07:20:27.722+00:00|1168231106882|31.24.100.159|Firefox|About Desiderius Erasmus, xts, he prepared important nAbout Mama Said Knock You O|81|13194139533343|50||1168231106877
2012-12-29T02:03:15.675+00:00|1168231106883|31.24.100.159|Internet Explorer|maybe|5|13194139533343|50||1168231106876
2012-12-29T10:40:07.569+00:00|1168231106884|180.222.139.188|Internet Explorer|no|2|26388279066632|59||1168231106876
2012-12-30T09:33:54.060+00:00|1168231106885|31.24.165.15|Firefox|About Desiderius Erasmus, ing glory of the ChristianAbout Michael Caine, is |76|15393162788912|89||1168231106882
2012-12-29T01:44:12.765+00:00|1168231106886|148.204.226.31|Chrome|About La Revolución, les records in Europe with their song 'Nasty Sex'. About Chicago VIII, 's Eve sp|101|24189255811104|53||1168231106876
2012-12-30T15:55:03.741+00:00|1168231106887|41.203.147.168|Internet Explorer|About Michel Foucault, itively stated: I aAbout Desiderius Erasmus, erted |74|6597069766701|90||1168231106885
2012-12-31T14:47:32.789+00:00|1168231106888|91.191.192.127|Firefox|ok|2|24189255811081|4||1168231106887
2012-10-02T19:27:48.371+00:00|1099511630154|197.220.203.36|Firefox|About James Bond, y third, Skyfall, due for release on 26 October 2012. The film will st|88|19791209299987|110|1099511630153|
2012-10-02T17:12:23.443+00:00|1099511630155|49.50.77.195|Firefox|fine|4|26388279066650|0|1099511630153|
2012-10-02T17:38:41.745+00:00|1099511630156|202.4.167.190|Chrome|yes|3|15393162788899|54|1099511630153|
2012-10-02T19:41:55.689+00:00|1099511630157|193.104.227.215|Internet Explorer|About Nicholas II of Russia,  later in the Governor's Mansion in TobolAbout Jame|80|26388279066641|86||1099511630154
2012-10-03T04:57:24.557+00:00|1099511630158|192.190.31.253|Chrome|About Zimbabwe, ority rule and internationally recognised independence in April 1980 following a long period of colonial |121|26388279066664|49|1099511630153|
2011-09-18T15:16:30.171+00:00|687194769744|41.223.177.12|Safari|roflol|6|33|60|687194769743|
2011-09-18T04:15:43.100+00:00|687194769745|41.223.177.12|Safari|cool|4|33|60|687194769743|
2011-09-17T22:06:58.348+00:00|687194769746|31.209.42.207|Internet Explorer|ok|2|8796093022238|101|687194769743|
