creationDate|deletionDate|id|locationIP|browserUsed|content|length|creator|place|parentPost|parentComment
2012-08-27T15:57:29.444+00:00|2013-01-01T00:00:00.000+00:00|1030792151579|31.185.10.92|Internet Explorer|About Wolfgang Amadeus Mozart,  in Salzburg, but grew restless and traAbout |76|30786325577731|56|1030792151576|
2012-07-31T09:20:26.232+00:00|2013-01-01T00:00:00.000+00:00|1030792151580|91.191.192.127|Firefox|no|2|24189255811081|4||1030792151578
2012-10-03T03:58:54.239+00:00|2013-01-01T00:00:00.000+00:00|1099511628317|31.24.100.159|Firefox|great|5|26388279066655|50||1030792151579
2012-07-31T10:24:37.798+00:00|2013-01-01T00:00:00.000+00:00|1030792151582|193.104.227.215|Internet Explorer|About Wolfgang Amadeus Mozart, ces of his early death have been much mythologized. He was survived by his wife ConstAbout El Salvador,  industrialization. In addition, t|169|26388279066641|86||1030792151578
2012-08-27T16:27:50.488+00:00|2013-01-01T00:00:00.000+00:00|1030792151583|193.104.227.215|Internet Explorer|About Mary I of England, queen. Mary assembled a force in East Anglia, and succes|81|26388279066641|86||1030792151579
2012-07-31T19:15:16.928+00:00|2013-01-01T00:00:00.000+00:00|1030792151584|91.191.192.127|Firefox|cool|4|24189255811081|4||1030792151582
2012-08-28T01:57:21.610+00:00|2013-01-01T00:00:00.000+00:00|1030792151585|31.185.10.92|Internet Explorer|roflol|6|30786325577731|56||1030792151582
2012-11-15T07:18:04.336+00:00|2013-01-01T00:00:00.000+00:00|1168231105058|91.213.105.176|Safari|cool|4|32985348833329|20||1030792151583
2012-08-28T15:39:47.552+00:00|2013-01-01T00:00:00.000+00:00|1030792151587|192.190.31.253|Chrome|About Jacqueline Kennedy Onassis, r style, elegance, and grace. A fashion icon, her famous pink Chanel suit has become |119|13194139533352|49||1030792151583
2012-08-27T16:02:23.482+00:00|2013-01-01T00:00:00.000+00:00|1030792151588|192.190.31.253|Chrome|About Wolfgang Amadeus Mozart, th the dark and passionate. His influencAbout R|78|13194139533352|49||1030792151579
2012-11-15T12:49:03.974+00:00|2013-01-01T00:00:00.000+00:00|1168231105061|49.206.89.61|Safari|no|2|32985348833329|0||1030792151582
2012-08-27T16:02:59.702+00:00|2013-01-01T00:00:00.000+00:00|1030792151590|31.209.179.5|Firefox|LOL|3|28587302322204|101||1030792151588
2012-09-09T12:18:07.402+00:00|2013-01-01T00:00:00.000+00:00|1099511628327|196.29.42.107|Firefox|ok|2|2199023255594|60||1030792151583
2012-09-22T19:18:04.981+00:00|2013-01-01T00:00:00.000+00:00|1099511628328|31.41.169.140|Chrome|thanks|6|16|92|1030792151576|
2012-10-25T20:39:16.383+00:00|2013-01-01T00:00:00.000+00:00|1099511629079|186.64.7.5|Firefox|About Celia Cruz,  is indisputably the best known and most inflAbout How to Save a Life, |89|26388279066658|61|1099511629078|
2012-10-25T23:46:01.548+00:00|2013-01-01T00:00:00.000+00:00|1099511629080|31.24.100.159|Firefox|yes|3|26388279066655|50||1099511629079
2012-10-25T21:26:07.642+00:00|2013-01-01T00:00:00.000+00:00|1099511629081|31.24.100.159|Firefox|About Celia Cruz,  renowned internationally as the QueenAbout County of Ty|74|26388279066655|50|1099511629078|
2012-10-25T17:05:19.616+00:00|2013-01-01T00:00:00.000+00:00|1099511629082|192.190.31.253|Chrome|About Pope Benedict XVI, n: Benedikt XVI. ; born Joseph Aloisius Ratzinger on 16 April 1927) is the 265th Pope, a position in|125|13194139533352|49|1099511629078|
2012-10-25T21:26:17.735+00:00|2013-01-01T00:00:00.000+00:00|1099511629083|186.64.7.5|Firefox|LOL|3|26388279066658|61||1099511629081
2012-10-26T00:42:59.398+00:00|2013-01-01T00:00:00.000+00:00|1099511629084|31.182.127.125|Internet Explorer|good|4|17592186044443|92||1099511629081
2012-05-18T15:20:34.006+00:00|2013-01-01T00:00:00.000+00:00|962072675614|192.190.31.253|Chrome|yes|3|13194139533352|49|962072675613|
2012-05-18T12:20:04.808+00:00|2013-01-01T00:00:00.000+00:00|962072675615|31.182.127.125|Internet Explorer|maybe|5|17592186044443|92|962072675613|
2012-05-17T20:28:59.395+00:00|2013-01-01T00:00:00.000+00:00|962072675616|31.182.127.125|Internet Explorer|About Celia Cruz, ila Cobo of BillboardAbout Elvis Presley,  1968, after seven yeAb|83|17592186044443|92|962072675613|
2012-05-18T00:59:18.193+00:00|2013-01-01T00:00:00.000+00:00|962072675617|110.76.148.124|Firefox|About Celia Cruz,  best known and most influential feAbout Elizabeth II, eth Alexandra Mary; born 21 Ap|103|2199023255594|51||962072675616
2012-10-02T17:00:10.085+00:00|2013-01-01T00:00:00.000+00:00|1099511629090|31.24.100.159|Firefox|About Charles V, Holy Roman Emperor, ceroys were governingAbout Elizabeth II, tate|82|26388279066655|50||962072675617
2012-05-17T20:51:57.539+00:00|2013-01-01T00:00:00.000+00:00|962072675619|196.29.42.107|Firefox|ok|2|2199023255594|60|962072675613|
2012-07-13T19:54:52.562+00:00|2013-01-01T00:00:00.000+00:00|1030792152357|186.64.7.5|Firefox|About The Gambia, tor in the placing and keeping of a colAbout Call the Man,|76|26388279066658|61|687194768676|
2011-11-21T03:40:43.375+00:00|2013-01-01T00:00:00.000+00:00|755914245414|192.190.31.253|Chrome|roflol|6|13194139533352|49|687194768676|
2012-07-13T23:03:08.231+00:00|2013-01-01T00:00:00.000+00:00|1030792152359|186.64.7.5|Firefox|About Downtown Train, er version of Downtown Train in 1989, but About Call the Man,|83|26388279066658|61||1030792152357
2012-02-28T17:22:51.967+00:00|2013-01-01T00:00:00.000+00:00|824633722152|31.182.127.125|Internet Explorer|cool|4|17592186044443|92|687194768676|
2012-10-02T21:49:32.268+00:00|2013-01-01T00:00:00.000+00:00|1099511629097|31.24.100.159|Firefox|About Netherlands, uch of the Netherlands is formed by the estAbout Call the Man, du|84|26388279066655|50||1030792152357
2012-07-13T21:50:58.357+00:00|2013-01-01T00:00:00.000+00:00|1030792152362|196.29.42.107|Firefox|LOL|3|2199023255594|60||1030792152357
2012-02-28T15:02:57.887+00:00|2013-01-01T00:00:00.000+00:00|824633722155|31.182.127.125|Internet Explorer|About Humayun, an aid, regained them 15 years later. Humayun's reAbout Call the Man, er Sinfield who already wrote for Dion her 1995 smAbout George|147|17592186044443|92|687194768676|
2012-10-03T14:30:35.861+00:00|2013-01-01T00:00:00.000+00:00|1099511629100|192.190.31.253|Chrome|good|4|13194139533352|49||1099511629097
2012-02-29T00:54:47.968+00:00|2013-01-01T00:00:00.000+00:00|824633722157|31.182.127.125|Internet Explorer|I see|5|17592186044443|92|687194768676|
2012-07-13T19:55:24.460+00:00|2013-01-01T00:00:00.000+00:00|1030792152366|192.190.31.253|Chrome|About Alpocalypse, ased as part of the EP Internet Leaks. ThAbout The Gambia, n.|80|13194139533352|49||1030792152357
2012-07-13T16:53:32.534+00:00|2013-01-01T00:00:00.000+00:00|1030792152367|186.64.7.5|Firefox|About Beck, y Jean Anouilh. It is a depiction of tAbout Slovenia, taineerin|75|26388279066658|61||824633722155
2012-07-13T18:46:10.614+00:00|2013-01-01T00:00:00.000+00:00|1030792152368|186.64.7.5|Firefox|About France, lgarotti (11 December 1712 – 3 May 1764About Palestinian territories, lishment of the Palestinian Na|114|26388279066658|61||824633722155
2012-12-05T05:44:03.965+00:00|2013-01-01T00:00:00.000+00:00|1168231105842|27.98.220.136|Internet Explorer|good|4|35184372088856|1|687194768689|
2012-10-27T02:27:04.819+00:00|2013-01-01T00:00:00.000+00:00|1099511629107|27.112.88.106|Internet Explorer|great|5|24189255811109|1|687194768689|
2012-12-05T05:18:49.029+00:00|2013-01-01T00:00:00.000+00:00|1168231105844|27.98.220.136|Firefox|no way!|7|35184372088856|1|687194768689|
2012-10-27T19:14:23.635+00:00|2013-01-01T00:00:00.000+00:00|1099511629109|27.112.88.106|Internet Explorer|cool|4|24189255811109|1|687194768689|
2011-10-18T16:02:02.895+00:00|2013-01-01T00:00:00.000+00:00|687194768694|203.215.63.48|Firefox|About Garry Kasparov, vich Kasparov (boAbout Augustus, stepson and formeAbout Charles Darwin, the Darwin Off-RoAbout |117|2199023255557|65|687194768689|
2011-10-19T13:08:02.766+00:00|2013-01-01T00:00:00.000+00:00|687194768695|203.215.63.48|Firefox|great|5|2199023255557|65||687194768694
2011-10-19T04:15:16.504+00:00|2013-01-01T00:00:00.000+00:00|687194768696|203.215.63.48|Firefox|About Garry Kasparov, onths, by far tAbout Wayne Gretzky, up championshipAbout Hash Pipe, written |98|2199023255557|65|687194768689|
2011-10-18T22:25:10.886+00:00|2013-01-01T00:00:00.000+00:00|687194768697|46.253.44.253|Firefox|thx|3|2199023255557|99||687194768694
2012-10-27T02:23:36.987+00:00|2013-01-01T00:00:00.000+00:00|1099511629114|27.112.88.106|Internet Explorer|About Garry Kasparov,  player for 2About Wayne Gretzky, n 1999, he heAbout|74|24189255811109|1||687194768696
2012-12-05T07:06:07.013+00:00|2013-01-01T00:00:00.000+00:00|1168231105851|27.98.220.136|Firefox|thanks|6|35184372088856|1|687194768689|
2012-10-14T16:05:42.819+00:00|2013-01-01T00:00:00.000+00:00|1099511629116|91.191.192.127|Firefox|thx|3|24189255811081|4|687194768689|
2011-10-18T15:44:35.359+00:00|2013-01-01T00:00:00.000+00:00|687194768701|203.215.63.48|Firefox|About Charles Darwin, ad Cyclists Club. RegAbout Claude Debussy, the most promine|81|2199023255557|65|687194768689|
2012-12-05T09:42:39.248+00:00|2013-01-01T00:00:00.000+00:00|1168231105854|27.98.220.136|Firefox|right|5|35184372088856|1||1099511629114
2012-12-05T12:33:43.699+00:00|2013-01-01T00:00:00.000+00:00|1168231105855|27.98.220.136|Firefox|thanks|6|35184372088856|1||687194768701
2012-10-27T13:47:04.926+00:00|2013-01-01T00:00:00.000+00:00|1099511629120|27.112.88.106|Internet Explorer|right|5|24189255811109|1|687194768689|
2012-12-05T16:34:34.832+00:00|2013-01-01T00:00:00.000+00:00|1168231105857|27.98.220.136|Firefox|yes|3|35184372088856|1||687194768701
2011-10-19T08:05:35.964+00:00|2013-01-01T00:00:00.000+00:00|687194768706|203.215.63.48|Firefox|no|2|2199023255557|65||687194768701
2012-10-13T19:27:01.776+00:00|2013-01-01T00:00:00.000+00:00|1099511629124|91.191.192.127|Firefox|About Garry Kasparov,  a dispute with FIDE led him to set About Herbert Kitchener, 1st Earl Kitchener, became Secretary of State for War, aAb|141|24189255811081|4|343597385027|
2012-10-27T02:32:25.623+00:00|2013-01-01T00:00:00.000+00:00|1099511629125|27.112.88.106|Internet Explorer|maybe|5|24189255811109|1|343597385027|
2012-12-05T06:49:22.977+00:00|2013-01-01T00:00:00.000+00:00|1168231105862|41.208.113.147|Firefox|thanks|6|35184372088856|22||1099511629124
2012-10-13T19:30:47.125+00:00|2013-01-01T00:00:00.000+00:00|1099511629127|91.191.192.127|Firefox|I see|5|24189255811081|4||1099511629124
2012-12-05T10:31:39.029+00:00|2013-01-01T00:00:00.000+00:00|1168231105864|27.98.220.136|Firefox|ok|2|35184372088856|1||1099511629124
2012-12-05T04:47:47.047+00:00|2013-01-01T00:00:00.000+00:00|1168231105865|27.98.220.136|Firefox|About Livy, ustus's wife, Livia, About William Randolph Hearst,  American journa|80|35184372088856|1|343597385027|
2012-12-05T14:31:29.326+00:00|2013-01-01T00:00:00.000+00:00|1168231105866|27.98.220.136|Firefox|About Livy, people. Ab Urbe Condita Libri, About Diana, Princess of Wales, es, and an emin|90|35184372088856|1||1168231105865
2012-12-05T04:47:58.847+00:00|2013-01-01T00:00:00.000+00:00|1168231105867|27.98.220.136|Firefox|LOL|3|35184372088856|1||1168231105865
2012-12-05T04:49:55.329+00:00|2013-01-01T00:00:00.000+00:00|1168231105868|27.112.88.106|Internet Explorer|thx|3|24189255811109|1||1168231105865
2012-10-27T11:43:10.839+00:00|2013-01-01T00:00:00.000+00:00|1099511629133|27.112.88.106|Internet Explorer|About Garry Kasparov, n 1985 at the age of About Make Yourself, hree charting sing|82|24189255811109|1|343597385027|
2011-07-22T19:58:03.865+00:00|2013-01-01T00:00:00.000+00:00|618475291982|203.215.63.48|Firefox|About Garry Kasparov, . He held the About Livy, lan in differeAbout Frank Zappa|79|2199023255557|65|343597385027|
2012-12-05T04:51:05.001+00:00|2013-01-01T00:00:00.000+00:00|1168231105871|203.215.63.48|Firefox|no way!|7|2199023255557|65||1168231105865
2012-10-14T06:30:44.554+00:00|2013-01-01T00:00:00.000+00:00|1099511629136|91.191.192.127|Firefox|no way!|7|24189255811081|4||1099511629124
2011-07-22T06:49:22.190+00:00|2013-01-01T00:00:00.000+00:00|618475291985|203.215.63.48|Firefox|About William Randolph Hearst, public tours. Hearst formally named the estate La Cuesta EncaAbout Paraguay, ound 92% of the general population speaking Spanish and 98% sAbout Thaila|181|2199023255557|65|343597385027|
2012-12-05T18:13:05.705+00:00|2013-01-01T00:00:00.000+00:00|1168231105874|27.98.220.136|Firefox|ok|2|35184372088856|1||1099511629133
2012-10-14T10:00:50.559+00:00|2013-01-01T00:00:00.000+00:00|1099511629139|91.191.192.127|Firefox|About Black and Blue,  the band's first studio album released with Ronnie Wood as the reAbout Portuguese India, since 1510. In 1752|131|24189255811081|4||1099511629124
2012-10-27T11:55:03.534+00:00|2013-01-01T00:00:00.000+00:00|1099511629140|203.215.63.48|Firefox|fine|4|2199023255557|65||1099511629133
2011-07-22T04:44:57.259+00:00|2013-01-01T00:00:00.000+00:00|618475291990|1.2.2.77|Firefox|maybe|5|8796093022237|1|412316861781|
2012-02-18T03:47:18.409+00:00|2013-01-01T00:00:00.000+00:00|824633722199|91.191.192.127|Firefox|About Yevgeny Kafelnikov, les gold About Slavoj Žižek,  Society About Al Pacino,|80|24189255811081|4|412316861781|
2012-02-17T10:00:40.826+00:00|2013-01-01T00:00:00.000+00:00|824633722201|27.116.34.47|Chrome|no|2|13194139533355|0|412316861784|
2012-02-17T04:16:14.627+00:00|2013-01-01T00:00:00.000+00:00|824633722202|27.116.34.47|Chrome|great|5|13194139533355|0|412316861784|
2011-09-27T15:05:09.812+00:00|2011-09-27T15:05:19.901+00:00|687194768732|196.29.42.107|Firefox|About Fernando González, pras. González qualiAbout Louis Philippe I, les X was forced to About Judy Garland,  female stars in theAbout Liza Minnelli, at|152|2199023255594|60|687194768731|
2011-09-28T01:18:10.969+00:00|2011-09-27T15:05:19.901+00:00|687194768733|196.29.42.107|Firefox|LOL|3|2199023255594|60||687194768732
2012-01-22T08:15:39.416+00:00|2013-01-01T00:00:00.000+00:00|824633722206|27.116.34.47|Chrome|ok|2|13194139533355|0|687194768731|
2011-09-27T15:02:43.380+00:00|2013-01-01T00:00:00.000+00:00|687194768735|196.29.42.107|Firefox|great|5|2199023255594|60|687194768731|
2011-09-27T12:04:32.809+00:00|2013-01-01T00:00:00.000+00:00|687194768736|196.29.42.107|Firefox|great|5|2199023255594|60|687194768731|
2011-09-27T22:12:03.099+00:00|2011-09-27T15:05:19.901+00:00|687194768737|196.29.42.107|Firefox|maybe|5|2199023255594|60||687194768732
2011-09-28T03:20:46.944+00:00|2011-09-27T15:05:19.901+00:00|687194768738|196.29.42.107|Firefox|duh|3|2199023255594|60||687194768732
2011-09-27T12:09:19.179+00:00|2013-01-01T00:00:00.000+00:00|687194768739|196.29.42.107|Firefox|no way!|7|2199023255594|60|687194768731|
2012-11-23T21:39:02.639+00:00|2013-01-01T00:00:00.000+00:00|1168231105893|27.122.45.252|Internet Explorer|About Ivan Ljubičić, mparatively weak returner, pAbout God Bless America,  and pe|81|10995116277782|52|893353198948|
2012-11-29T21:59:21.583+00:00|2013-01-01T00:00:00.000+00:00|1168231105894|196.29.42.107|Firefox|no way!|7|2199023255594|60|893353198948|
2012-11-23T22:53:35.532+00:00|2013-01-01T00:00:00.000+00:00|1168231105895|27.122.45.252|Internet Explorer|right|5|10995116277782|52||1168231105893
2012-11-24T03:36:34.117+00:00|2013-01-01T00:00:00.000+00:00|1168231105896|178.22.170.107|Chrome|good|4|13194139533352|82||1168231105893
2012-11-23T21:44:18.402+00:00|2013-01-01T00:00:00.000+00:00|1168231105897|27.122.45.252|Internet Explorer|no|2|10995116277782|52||1168231105893
2012-11-24T04:12:00.924+00:00|2013-01-01T00:00:00.000+00:00|1168231105898|31.209.179.5|Firefox|thanks|6|28587302322204|101||1168231105893
2012-11-24T00:49:06.915+00:00|2013-01-01T00:00:00.000+00:00|1168231105899|27.122.45.252|Internet Explorer|About Ivan Ljubičić,  Ljubičić and Mario Ančić are only the About John A. Ma|76|10995116277782|52|893353198948|
2012-05-27T06:24:23.704+00:00|2013-01-01T00:00:00.000+00:00|962072675692|192.190.31.253|Chrome|thanks|6|13194139533352|49|893353198948|
2012-11-24T06:12:35.489+00:00|2013-01-01T00:00:00.000+00:00|1168231105901|192.190.31.253|Chrome|yes|3|13194139533352|49||1168231105893
2012-05-26T22:44:28.412+00:00|2013-01-01T00:00:00.000+00:00|962072675694|192.190.31.253|Chrome|great|5|13194139533352|49|893353198948|
2012-11-29T17:56:12.206+00:00|2013-01-01T00:00:00.000+00:00|1168231105903|196.29.42.107|Firefox|thx|3|2199023255594|60|893353198948|
2012-11-24T13:07:09.924+00:00|2013-01-01T00:00:00.000+00:00|1168231105904|192.190.31.253|Chrome|no way!|7|13194139533352|49||1168231105893
2012-11-24T07:56:24.067+00:00|2013-01-01T00:00:00.000+00:00|1168231105905|31.209.179.5|Firefox|About Swagga Like Us,  100 Best Songs of 2008. T.I. , Kanye West, Jay-Z, Lil Way|80|28587302322204|101|893353198948|
2012-11-24T05:31:33.688+00:00|2013-01-01T00:00:00.000+00:00|1168231105906|31.209.179.5|Firefox|thx|3|28587302322204|101|893353198948|
2012-07-01T08:15:35.643+00:00|2013-01-01T00:00:00.000+00:00|962072675700|31.192.109.124|Internet Explorer|About Gamal Abdel Nasser, Non-Aligned About Slavoj Žižek,  current ongAbout William Morri|89|26388279066668|56|962072675699|
2012-07-02T02:51:28.417+00:00|2013-01-01T00:00:00.000+00:00|962072675701|31.192.109.124|Internet Explorer|yes|3|26388279066668|56|962072675699|
2012-06-15T15:49:14.960+00:00|2013-01-01T00:00:00.000+00:00|962072675702|203.215.63.48|Firefox|About Gamal Abdel Nasser, m, which won About The Velvet Underground & Nico,  |77|2199023255557|65|962072675699|
2012-06-15T09:43:49.468+00:00|2013-01-01T00:00:00.000+00:00|962072675703|115.186.113.189|Safari|About Slavoj Žižek, don and president of tAbout Hungary, ary Listen/ˈhʌŋɡəri/ iAbout Jamaica, olony in 16|105|2199023255573|54|962072675699|
2012-06-15T15:49:30.636+00:00|2013-01-01T00:00:00.000+00:00|962072675704|203.215.63.48|Firefox|no|2|2199023255557|65||962072675702
2012-07-01T08:44:40.408+00:00|2013-01-01T00:00:00.000+00:00|962072675705|31.192.109.124|Internet Explorer|right|5|26388279066668|56||962072675700
2012-06-15T15:06:33.847+00:00|2013-01-01T00:00:00.000+00:00|962072675706|186.64.7.5|Firefox|yes|3|26388279066658|61|962072675699|
2012-07-20T07:43:48.176+00:00|2013-01-01T00:00:00.000+00:00|1030792152443|31.170.121.115|Internet Explorer|About Muhammad Ali Jinnah, ishment of About Slavoj Žižek, been a visiAbout|74|28587302322180|48||962072675703
2012-07-02T02:11:34.885+00:00|2013-01-01T00:00:00.000+00:00|962072675708|203.215.63.48|Firefox|LOL|3|2199023255557|65||962072675700
2012-06-15T13:30:58.872+00:00|2013-01-01T00:00:00.000+00:00|962072675709|27.116.34.47|Chrome|great|5|13194139533355|0||962072675703
2012-10-30T17:45:33.258+00:00|2013-01-01T00:00:00.000+00:00|1099511629182|31.209.42.207|Internet Explorer|yes|3|13194139533342|101||962072675702
2012-07-20T10:28:21.121+00:00|2013-01-01T00:00:00.000+00:00|1030792152447|115.186.113.189|Safari|no way!|7|2199023255573|54||1030792152443
2012-10-20T12:30:29.500+00:00|2013-01-01T00:00:00.000+00:00|1099511629184|27.4.90.237|Internet Explorer|thanks|6|19791209299968|0||962072675700
2012-07-01T10:47:15.211+00:00|2013-01-01T00:00:00.000+00:00|962072675713|27.116.34.47|Chrome|right|5|13194139533355|0||962072675700
2012-06-15T18:16:34.651+00:00|2013-01-01T00:00:00.000+00:00|962072675714|27.112.88.106|Internet Explorer|About Gamal Abdel Nasser, ionalized tAbout Slavoj Žižek, ommunist inAbout Ted Kenned|84|24189255811109|1|962072675699|
2012-08-03T18:49:46.491+00:00|2013-01-01T00:00:00.000+00:00|1030792152452|41.188.97.221|Internet Explorer|LOL|3|28587302322196|25|962072675715|
2012-07-01T08:14:21.463+00:00|2013-01-01T00:00:00.000+00:00|962072675717|31.192.109.124|Internet Explorer|thanks|6|26388279066668|56|962072675715|
2012-10-30T17:34:42.668+00:00|2013-01-01T00:00:00.000+00:00|1099511629190|31.209.42.207|Internet Explorer|fine|4|13194139533342|101|962072675715|
2012-10-14T17:26:24.774+00:00|2013-01-01T00:00:00.000+00:00|1099511629191|1.2.2.77|Firefox|About Charlemagne, NevertheleAbout Slavoj Žižek, f MinnesotAbout Egypt, al Se|77|8796093022237|1|962072675715|
2012-08-04T15:07:03.755+00:00|2013-01-01T00:00:00.000+00:00|1030792152456|41.188.97.221|Internet Explorer|thanks|6|28587302322196|25|962072675715|
2012-10-15T00:22:30.901+00:00|2012-11-04T08:01:55.626+00:00|1099511629193|58.145.168.54|Chrome|About Slavoj Žižek, tical theoryAbout Dancing in the Street,  signature sAbout G|80|35184372088834|51||1099511629191
2012-10-14T19:12:25.625+00:00|2013-01-01T00:00:00.000+00:00|1099511629194|31.192.109.124|Internet Explorer|great|5|26388279066668|56||1099511629191
2012-10-14T18:12:55.573+00:00|2013-01-01T00:00:00.000+00:00|1099511629195|77.245.239.11|Firefox|roflol|6|14|80||1099511629191
2012-10-15T09:34:38.303+00:00|2013-01-01T00:00:00.000+00:00|1099511629196|186.64.7.5|Firefox|duh|3|26388279066658|61||1099511629191
2012-10-15T17:19:47.823+00:00|2013-01-01T00:00:00.000+00:00|1099511629197|196.29.42.107|Firefox|great|5|2199023255594|60||1099511629191
2012-06-14T22:06:19.263+00:00|2013-01-01T00:00:00.000+00:00|962072675726|27.112.88.106|Internet Explorer|fine|4|24189255811109|1|962072675715|
2012-08-03T16:05:41.251+00:00|2013-01-01T00:00:00.000+00:00|1030792152463|41.188.97.221|Internet Explorer|no way!|7|28587302322196|25|962072675715|
2012-06-14T22:17:55.381+00:00|2013-01-01T00:00:00.000+00:00|962072675728|196.29.42.107|Firefox|About Socrates, lus is nAbout Yoko Ono, nnon. OnAbout Slavoj Žižek, ulturaliA|77|2199023255594|60|962072675715|
2012-06-15T05:22:54.203+00:00|2013-01-01T00:00:00.000+00:00|962072675729|115.186.113.189|Safari|About Luciano Pavarotti, well known foAbout Charles I of England, s were markedAbout W|86|2199023255573|54||962072675728
2012-07-01T18:08:37.146+00:00|2013-01-01T00:00:00.000+00:00|962072675730|31.192.109.124|Internet Explorer|roflol|6|26388279066668|56||962072675728
2012-06-16T07:24:46.055+00:00|2013-01-01T00:00:00.000+00:00|962072675732|27.116.34.47|Chrome|ok|2|13194139533355|0|962072675731|
2012-10-14T04:29:13.508+00:00|2013-01-01T00:00:00.000+00:00|1099511629205|1.2.2.77|Firefox|About Dante Alighieri, ed the greatest liAbout Cole Porter, work of the 1920s About Nas, ) and considered aAbout Warren G.|122|8796093022237|1|962072675731|
2012-10-14T06:38:54.866+00:00|2013-01-01T00:00:00.000+00:00|1099511629206|186.64.7.5|Firefox|no way!|7|26388279066658|61||1099511629205
2012-10-14T04:30:18.744+00:00|2013-01-01T00:00:00.000+00:00|1099511629207|27.116.34.47|Chrome|good|4|13194139533355|0||1099511629205
2012-10-14T08:32:39.961+00:00|2013-01-01T00:00:00.000+00:00|1099511629208|1.2.2.77|Firefox|no|2|8796093022237|1||1099511629205
2012-06-15T15:16:06.622+00:00|2013-01-01T00:00:00.000+00:00|962072675737|1.29.220.142|Chrome|About William Lyon Mackenzie King, erfect eaAbout Slavoj Žižek, of his fiAbout Alexande|87|21990232555527|1|962072675731|
2012-10-14T04:31:43.047+00:00|2013-01-01T00:00:00.000+00:00|1099511629210|1.2.2.77|Firefox|no|2|8796093022237|1||1099511629205
