creationDate|deletionDate|explicitlyDeleted|Comment.id|ParentPost.id
2012-10-27T19:14:23.635+00:00|2013-01-01T00:00:00.000+00:00|false|1099511629109|687194768689
2011-10-18T16:02:02.895+00:00|2013-01-01T00:00:00.000+00:00|false|687194768694|687194768689
2011-10-19T04:15:16.504+00:00|2013-01-01T00:00:00.000+00:00|false|687194768696|687194768689
2012-12-05T07:06:07.013+00:00|2013-01-01T00:00:00.000+00:00|false|1168231105851|687194768689
2012-10-14T16:05:42.819+00:00|2013-01-01T00:00:00.000+00:00|false|1099511629116|687194768689
2011-10-18T15:44:35.359+00:00|2013-01-01T00:00:00.000+00:00|false|687194768701|687194768689
2012-10-27T13:47:04.926+00:00|2013-01-01T00:00:00.000+00:00|false|1099511629120|687194768689
2012-10-13T19:27:01.776+00:00|2013-01-01T00:00:00.000+00:00|false|1099511629124|343597385027
2012-10-27T02:32:25.623+00:00|2013-01-01T00:00:00.000+00:00|false|1099511629125|343597385027
2012-12-05T04:47:47.047+00:00|2013-01-01T00:00:00.000+00:00|false|1168231105865|343597385027
2012-10-27T11:43:10.839+00:00|2013-01-01T00:00:00.000+00:00|false|1099511629133|343597385027
2011-07-22T19:58:03.865+00:00|2013-01-01T00:00:00.000+00:00|false|618475291982|343597385027
2011-07-22T06:49:22.190+00:00|2013-01-01T00:00:00.000+00:00|false|618475291985|343597385027
2011-07-22T04:44:57.259+00:00|2013-01-01T00:00:00.000+00:00|false|618475291990|412316861781
2012-02-18T03:47:18.409+00:00|2013-01-01T00:00:00.000+00:00|false|824633722199|412316861781
2012-02-17T10:00:40.826+00:00|2013-01-01T00:00:00.000+00:00|false|824633722201|412316861784
2012-02-17T04:16:14.627+00:00|2013-01-01T00:00:00.000+00:00|false|824633722202|412316861784
2011-09-27T15:05:09.812+00:00|2011-09-27T15:05:19.901+00:00|true|687194768732|687194768731
2012-01-22T08:15:39.416+00:00|2013-01-01T00:00:00.000+00:00|false|824633722206|687194768731
2011-09-27T15:02:43.380+00:00|2013-01-01T00:00:00.000+00:00|false|687194768735|687194768731
2011-09-27T12:04:32.809+00:00|2013-01-01T00:00:00.000+00:00|false|687194768736|687194768731
2011-09-27T12:09:19.179+00:00|2013-01-01T00:00:00.000+00:00|false|687194768739|687194768731
2012-11-23T21:39:02.639+00:00|2013-01-01T00:00:00.000+00:00|false|1168231105893|893353198948
2012-11-29T21:59:21.583+00:00|2013-01-01T00:00:00.000+00:00|false|1168231105894|893353198948
2012-11-24T00:49:06.915+00:00|2013-01-01T00:00:00.000+00:00|false|1168231105899|893353198948
2012-05-27T06:24:23.704+00:00|2013-01-01T00:00:00.000+00:00|false|962072675692|893353198948
2012-05-26T22:44:28.412+00:00|2013-01-01T00:00:00.000+00:00|false|962072675694|893353198948
2012-11-29T17:56:12.206+00:00|2013-01-01T00:00:00.000+00:00|false|1168231105903|893353198948
2012-11-24T07:56:24.067+00:00|2013-01-01T00:00:00.000+00:00|false|1168231105905|893353198948
2012-11-24T05:31:33.688+00:00|2013-01-01T00:00:00.000+00:00|false|1168231105906|893353198948
2012-07-01T08:15:35.643+00:00|2013-01-01T00:00:00.000+00:00|false|962072675700|962072675699
2012-07-02T02:51:28.417+00:00|2013-01-01T00:00:00.000+00:00|false|962072675701|962072675699
2012-06-15T15:49:14.960+00:00|2013-01-01T00:00:00.000+00:00|false|962072675702|962072675699
2012-06-15T09:43:49.468+00:00|2013-01-01T00:00:00.000+00:00|false|962072675703|962072675699
2012-06-15T15:06:33.847+00:00|2013-01-01T00:00:00.000+00:00|false|962072675706|962072675699
2012-06-15T18:16:34.651+00:00|2013-01-01T00:00:00.000+00:00|false|962072675714|962072675699
2012-08-03T18:49:46.491+00:00|2013-01-01T00:00:00.000+00:00|false|1030792152452|962072675715
2012-07-01T08:14:21.463+00:00|2013-01-01T00:00:00.000+00:00|false|962072675717|962072675715
2012-10-30T17:34:42.668+00:00|2013-01-01T00:00:00.000+00:00|false|1099511629190|962072675715
2012-10-14T17:26:24.774+00:00|2013-01-01T00:00:00.000+00:00|false|1099511629191|962072675715
2012-08-04T15:07:03.755+00:00|2013-01-01T00:00:00.000+00:00|false|1030792152456|962072675715
2012-06-14T22:06:19.263+00:00|2013-01-01T00:00:00.000+00:00|false|962072675726|962072675715
2012-08-03T16:05:41.251+00:00|2013-01-01T00:00:00.000+00:00|false|1030792152463|962072675715
2012-06-14T22:17:55.381+00:00|2013-01-01T00:00:00.000+00:00|false|962072675728|962072675715
2012-06-16T07:24:46.055+00:00|2013-01-01T00:00:00.000+00:00|false|962072675732|962072675731
2012-10-14T04:29:13.508+00:00|2013-01-01T00:00:00.000+00:00|false|1099511629205|962072675731
2012-06-15T15:16:06.622+00:00|2013-01-01T00:00:00.000+00:00|false|962072675737|962072675731
2012-10-30T19:43:59.873+00:00|2013-01-01T00:00:00.000+00:00|false|1099511629211|962072675731
2012-07-02T07:29:47.454+00:00|2013-01-01T00:00:00.000+00:00|false|962072675742|962072675731
2012-10-30T23:00:00.618+00:00|2013-01-01T00:00:00.000+00:00|false|1099511629217|962072675731
2012-10-13T22:37:25.969+00:00|2013-01-01T00:00:00.000+00:00|false|1099511629220|962072675747
2012-10-19T13:01:14.372+00:00|2013-01-01T00:00:00.000+00:00|false|1099511629221|962072675747
2012-10-30T17:30:40.472+00:00|2013-01-01T00:00:00.000+00:00|false|1099511629222|962072675747
2012-08-04T05:28:30.593+00:00|2013-01-01T00:00:00.000+00:00|false|1030792152489|962072675747
2012-07-08T08:27:44.724+00:00|2013-01-01T00:00:00.000+00:00|false|962072675758|962072675747
2012-08-03T19:18:38.536+00:00|2013-01-01T00:00:00.000+00:00|false|1030792152497|962072675747
2012-05-27T06:56:39.166+00:00|2013-01-01T00:00:00.000+00:00|false|962072675894|687194768949
2012-07-20T17:04:54.498+00:00|2013-01-01T00:00:00.000+00:00|false|1030792152631|687194768949
2012-05-14T01:54:59.422+00:00|2013-01-01T00:00:00.000+00:00|false|962072675896|687194768949
2012-08-18T10:26:08.041+00:00|2013-01-01T00:00:00.000+00:00|false|1030792152633|687194768949
2012-11-19T05:33:53.708+00:00|2013-01-01T00:00:00.000+00:00|false|1168231106111|549755815486
2012-05-14T01:49:39.058+00:00|2013-01-01T00:00:00.000+00:00|false|962072675905|549755815486
2012-07-21T11:11:47.783+00:00|2013-01-01T00:00:00.000+00:00|false|1030792152648|549755815495
2012-10-06T00:23:13.587+00:00|2013-01-01T00:00:00.000+00:00|false|1099511629385|549755815495
2012-01-17T23:19:50.926+00:00|2013-01-01T00:00:00.000+00:00|false|824633722442|549755815495
2012-07-20T16:44:16.980+00:00|2013-01-01T00:00:00.000+00:00|false|1030792152651|549755815495
2012-08-18T21:02:03.424+00:00|2013-01-01T00:00:00.000+00:00|false|1030792152653|549755815495
2011-12-20T06:42:46.484+00:00|2011-12-19T14:37:06.188+00:00|false|755914246286|755914246285
2011-12-20T05:11:53.640+00:00|2011-12-19T14:37:06.188+00:00|false|755914246287|755914246285
2011-12-19T17:48:55.938+00:00|2011-12-19T14:37:06.188+00:00|false|755914246288|755914246285
2011-12-19T14:42:44.690+00:00|2011-12-19T14:37:06.188+00:00|false|755914246289|755914246285
2011-12-19T14:43:00.309+00:00|2011-12-19T14:37:06.188+00:00|false|755914246290|755914246285
2012-08-10T01:41:15.798+00:00|2012-09-07T21:09:36.645+00:00|false|1030792153236|1030792153235
2012-08-09T21:36:23.908+00:00|2013-01-01T00:00:00.000+00:00|false|1030792153237|1030792153235
2012-08-09T21:41:57.157+00:00|2013-01-01T00:00:00.000+00:00|false|1030792153238|1030792153235
2012-08-10T00:46:06.360+00:00|2013-01-01T00:00:00.000+00:00|false|1030792153239|1030792153235
2012-08-10T15:17:49.873+00:00|2013-01-01T00:00:00.000+00:00|false|1030792153240|1030792153235
2012-12-08T07:32:10.302+00:00|2013-01-01T00:00:00.000+00:00|false|1168231106715|1168231106714
2012-12-07T13:04:33.154+00:00|2013-01-01T00:00:00.000+00:00|false|1168231106716|1168231106714
2012-12-07T16:07:29.199+00:00|2013-01-01T00:00:00.000+00:00|false|1168231106718|1168231106714
2012-12-07T23:28:44.346+00:00|2013-01-01T00:00:00.000+00:00|false|1168231106719|1168231106714
2012-08-10T12:42:46.347+00:00|2013-01-01T00:00:00.000+00:00|false|1030792153250|687194769569
2011-10-12T04:25:33.741+00:00|2011-10-12T04:25:43.825+00:00|true|687194769576|687194769569
2012-12-26T00:50:34.958+00:00|2012-12-26T00:50:44.966+00:00|true|1168231106736|1168231106735
2012-12-25T10:26:40.340+00:00|2013-01-01T00:00:00.000+00:00|false|1168231106737|1168231106735
2012-12-25T17:31:20.616+00:00|2013-01-01T00:00:00.000+00:00|false|1168231106739|1168231106735
2012-12-25T17:31:30.037+00:00|2013-01-01T00:00:00.000+00:00|false|1168231106740|1168231106735
2012-12-25T11:30:34.729+00:00|2013-01-01T00:00:00.000+00:00|false|1168231106742|1168231106735
2012-12-25T13:15:08.750+00:00|2013-01-01T00:00:00.000+00:00|false|1168231106748|1168231106735
2012-12-26T09:32:13.233+00:00|2013-01-01T00:00:00.000+00:00|false|1168231106749|1168231106735
2012-12-06T03:01:17.093+00:00|2012-12-11T23:45:12.518+00:00|false|1168231106755|1168231106754
2012-12-11T05:56:09.977+00:00|2012-12-11T23:45:12.518+00:00|false|1168231106756|1168231106754
2012-12-06T07:21:36.318+00:00|2012-12-11T23:45:12.518+00:00|false|1168231106757|1168231106754
2012-12-06T01:56:33.108+00:00|2012-12-11T23:45:12.518+00:00|false|1168231106759|1168231106754
2012-12-06T02:07:44.416+00:00|2012-12-11T23:45:12.518+00:00|false|1168231106760|1168231106754
2012-12-05T22:58:52.145+00:00|2013-01-01T00:00:00.000+00:00|false|1168231106766|1168231106765
2012-12-06T03:13:42.846+00:00|2013-01-01T00:00:00.000+00:00|false|1168231106767|1168231106765
2012-12-05T16:33:43.765+00:00|2013-01-01T00:00:00.000+00:00|false|1168231106768|1168231106765
2012-12-24T06:33:29.979+00:00|2013-01-01T00:00:00.000+00:00|false|1168231106771|1168231106770
2012-12-23T13:37:42.768+00:00|2013-01-01T00:00:00.000+00:00|false|1168231106772|1168231106770
2012-12-24T02:34:00.543+00:00|2013-01-01T00:00:00.000+00:00|false|1168231106776|1168231106770
2012-12-24T01:29:39.418+00:00|2013-01-01T00:00:00.000+00:00|false|1168231106779|1168231106770
2012-12-20T13:46:01.068+00:00|2013-01-01T00:00:00.000+00:00|false|1168231106784|1168231106783
2012-12-19T23:17:00.416+00:00|2013-01-01T00:00:00.000+00:00|false|1168231106785|1168231106783
2012-12-20T00:12:26.688+00:00|2013-01-01T00:00:00.000+00:00|false|1168231106786|1168231106783
2012-12-19T23:15:08.690+00:00|2013-01-01T00:00:00.000+00:00|false|1168231106787|1168231106783
2012-12-20T05:41:06.665+00:00|2013-01-01T00:00:00.000+00:00|false|1168231106788|1168231106783
2012-12-20T16:19:41.196+00:00|2013-01-01T00:00:00.000+00:00|false|1168231106789|1168231106783
2012-12-07T17:11:10.224+00:00|2013-01-01T00:00:00.000+00:00|false|1168231106792|1099511630055
2012-10-29T16:58:38.861+00:00|2013-01-01T00:00:00.000+00:00|false|1099511630057|1099511630055
2012-10-29T03:07:17.332+00:00|2013-01-01T00:00:00.000+00:00|false|1099511630058|1099511630055
2012-10-29T13:03:55.003+00:00|2013-01-01T00:00:00.000+00:00|false|1099511630059|1099511630055
2012-10-29T03:23:31.335+00:00|2013-01-01T00:00:00.000+00:00|false|1099511630060|1099511630055
2012-10-29T10:55:35.226+00:00|2013-01-01T00:00:00.000+00:00|false|1099511630061|1099511630055
2012-10-29T07:31:18.174+00:00|2013-01-01T00:00:00.000+00:00|false|1099511630067|1099511630055
2012-10-05T16:51:48.201+00:00|2013-01-01T00:00:00.000+00:00|false|1099511630071|1099511630070
2012-10-23T20:42:07.278+00:00|2013-01-01T00:00:00.000+00:00|false|1099511630075|1099511630074
2012-09-21T09:21:42.204+00:00|2013-01-01T00:00:00.000+00:00|false|1099511630078|1099511630074
2012-12-24T10:30:32.404+00:00|2013-01-01T00:00:00.000+00:00|false|1168231106816|1168231106815
2012-12-24T13:16:20.011+00:00|2013-01-01T00:00:00.000+00:00|false|1168231106817|1168231106815
2012-12-24T10:19:41.864+00:00|2013-01-01T00:00:00.000+00:00|false|1168231106822|1168231106815
2012-10-17T21:47:45.712+00:00|2013-01-01T00:00:00.000+00:00|false|1099511630088|1099511630087
2012-11-01T11:05:54.117+00:00|2013-01-01T00:00:00.000+00:00|false|1099511630089|1099511630087
2012-10-18T23:11:25.961+00:00|2013-01-01T00:00:00.000+00:00|false|1099511630090|1099511630087
2012-10-18T03:21:10.800+00:00|2013-01-01T00:00:00.000+00:00|false|1099511630092|1099511630087
2012-10-18T04:29:21.752+00:00|2013-01-01T00:00:00.000+00:00|false|1099511630094|1099511630087
2012-12-21T11:32:34.613+00:00|2013-01-01T00:00:00.000+00:00|false|1168231106832|1099511630087
2012-10-17T23:14:59.155+00:00|2013-01-01T00:00:00.000+00:00|false|1099511630097|1099511630087
2012-10-23T04:48:47.890+00:00|2013-01-01T00:00:00.000+00:00|false|1099511630099|1099511630087
2012-12-19T08:44:15.904+00:00|2013-01-01T00:00:00.000+00:00|false|1168231106839|1168231106838
2012-12-19T13:30:31.598+00:00|2013-01-01T00:00:00.000+00:00|false|1168231106840|1168231106838
2012-12-19T10:51:44.616+00:00|2013-01-01T00:00:00.000+00:00|false|1168231106842|1168231106838
2012-12-19T08:55:22.237+00:00|2013-01-01T00:00:00.000+00:00|false|1168231106843|1168231106838
2012-12-19T14:09:50.156+00:00|2013-01-01T00:00:00.000+00:00|false|1168231106846|1168231106838
2012-12-16T04:02:10.449+00:00|2012-12-24T01:09:38.001+00:00|false|1168231106852|1168231106851
2012-12-16T13:31:54.457+00:00|2012-12-24T01:09:38.001+00:00|false|1168231106853|1168231106851
2012-12-16T12:56:56.384+00:00|2012-12-24T01:09:38.001+00:00|false|1168231106855|1168231106851
2012-12-17T02:33:28.710+00:00|2012-12-24T01:09:38.001+00:00|false|1168231106857|1168231106851
2012-12-16T09:29:13.606+00:00|2012-12-24T01:09:38.001+00:00|false|1168231106861|1168231106851
2012-11-25T11:15:42.308+00:00|2013-01-01T00:00:00.000+00:00|false|1168231106871|1168231106870
2012-11-24T13:41:49.875+00:00|2013-01-01T00:00:00.000+00:00|false|1168231106873|1168231106872
2012-10-14T23:31:43.792+00:00|2013-01-01T00:00:00.000+00:00|false|1099511630139|1099511630138
2012-10-14T21:20:30.879+00:00|2013-01-01T00:00:00.000+00:00|false|1099511630140|1099511630138
2012-10-14T18:37:35.208+00:00|2013-01-01T00:00:00.000+00:00|false|1099511630141|1099511630138
2012-12-21T18:41:21.783+00:00|2013-01-01T00:00:00.000+00:00|false|1168231106878|1099511630138
2012-12-11T10:05:44.492+00:00|2013-01-01T00:00:00.000+00:00|false|1168231106879|1099511630138
2012-10-15T05:01:39.196+00:00|2013-01-01T00:00:00.000+00:00|false|1099511630145|1099511630138
2012-10-14T18:31:06.823+00:00|2013-01-01T00:00:00.000+00:00|false|1099511630148|1099511630138
2012-11-11T10:31:58.509+00:00|2013-01-01T00:00:00.000+00:00|false|1168231106886|1099511630138
2012-05-05T10:47:37.766+00:00|2013-01-01T00:00:00.000+00:00|false|893353199944|893353199943
2012-07-27T23:51:47.234+00:00|2013-01-01T00:00:00.000+00:00|false|1030792153417|893353199943
2012-11-19T06:57:10.919+00:00|2013-01-01T00:00:00.000+00:00|false|1168231106890|893353199943
2012-11-17T22:17:33.218+00:00|2013-01-01T00:00:00.000+00:00|false|1168231106891|893353199943
2012-08-13T00:43:54.967+00:00|2013-01-01T00:00:00.000+00:00|false|1030792153420|893353199943
2012-06-29T09:46:29.795+00:00|2013-01-01T00:00:00.000+00:00|false|962072676685|893353199943
2012-05-05T18:40:54.163+00:00|2013-01-01T00:00:00.000+00:00|false|893353199950|893353199943
2012-07-27T13:16:00.637+00:00|2013-01-01T00:00:00.000+00:00|false|1030792153426|893353199943
2012-12-10T17:48:40.785+00:00|2013-01-01T00:00:00.000+00:00|false|1168231106902|962072676693
2012-06-15T08:12:21.969+00:00|2013-01-01T00:00:00.000+00:00|false|962072676695|962072676693
2012-06-15T07:55:13.314+00:00|2013-01-01T00:00:00.000+00:00|false|962072676697|962072676693
2012-11-18T18:18:41.592+00:00|2012-11-18T18:18:51.593+00:00|true|1168231106909|962072676693
2012-06-29T09:00:32.415+00:00|2013-01-01T00:00:00.000+00:00|false|962072676702|962072676693
2012-12-11T06:58:43.323+00:00|2013-01-01T00:00:00.000+00:00|false|1168231106913|962072676693
2012-08-27T02:07:07.369+00:00|2013-01-01T00:00:00.000+00:00|false|1030792153443|962072676693
2012-08-26T07:25:48.908+00:00|2013-01-01T00:00:00.000+00:00|false|1030792153448|962072676711
2012-08-12T05:35:03.568+00:00|2013-01-01T00:00:00.000+00:00|false|1030792153449|962072676711
2012-11-01T07:06:51.880+00:00|2013-01-01T00:00:00.000+00:00|false|1099511630186|962072676711
2012-06-15T12:32:23.617+00:00|2013-01-01T00:00:00.000+00:00|false|962072676715|962072676711
2012-06-15T08:04:58.427+00:00|2013-01-01T00:00:00.000+00:00|false|962072676716|962072676711
2012-06-15T11:27:13.197+00:00|2013-01-01T00:00:00.000+00:00|false|962072676717|962072676711
2012-06-15T23:08:56.654+00:00|2013-01-01T00:00:00.000+00:00|false|962072676718|962072676711
2012-09-25T20:55:32.321+00:00|2013-01-01T00:00:00.000+00:00|false|1099511630191|962072676711
2012-06-16T07:52:46.334+00:00|2013-01-01T00:00:00.000+00:00|false|962072676721|962072676720
2012-10-18T15:23:36.814+00:00|2013-01-01T00:00:00.000+00:00|false|1099511630195|962072676720
2012-11-18T21:30:59.680+00:00|2013-01-01T00:00:00.000+00:00|false|1168231106932|962072676720
2012-06-16T02:43:02.732+00:00|2012-06-15T12:24:27.841+00:00|false|962072676738|962072676737
2012-06-16T02:11:46.081+00:00|2012-06-15T12:24:27.841+00:00|false|962072676739|962072676737
2012-06-15T20:13:09.094+00:00|2012-06-15T12:24:27.841+00:00|false|962072676740|962072676737
2012-06-15T12:25:27.732+00:00|2012-06-15T12:24:27.841+00:00|false|962072676741|962072676737
2012-06-15T19:00:37.077+00:00|2012-06-15T12:24:27.841+00:00|false|962072676742|962072676737
2012-06-15T16:45:17.984+00:00|2012-06-15T12:24:27.841+00:00|false|962072676743|962072676737
2012-12-07T21:19:28.945+00:00|2013-01-01T00:00:00.000+00:00|false|1168231106956|962072676747
2012-12-10T12:00:04.418+00:00|2013-01-01T00:00:00.000+00:00|false|1168231106957|962072676747
2012-12-21T09:39:42.092+00:00|2013-01-01T00:00:00.000+00:00|false|1168231106960|962072676747
2012-06-29T16:04:10.656+00:00|2013-01-01T00:00:00.000+00:00|false|962072676755|962072676747
2012-06-14T02:32:13.130+00:00|2013-01-01T00:00:00.000+00:00|false|962072676756|962072676747
2012-12-02T04:21:50.793+00:00|2013-01-01T00:00:00.000+00:00|false|1168231106965|962072676747
2012-12-02T20:00:57.694+00:00|2013-01-01T00:00:00.000+00:00|false|1168231106966|962072676747
2012-06-21T21:24:20.815+00:00|2013-01-01T00:00:00.000+00:00|false|962072676759|962072676747
2012-06-16T10:45:04.866+00:00|2013-01-01T00:00:00.000+00:00|false|962072676768|962072676767
2012-10-09T20:20:17.904+00:00|2013-01-01T00:00:00.000+00:00|false|1099511630243|962072676770
2012-06-16T07:32:37.447+00:00|2013-01-01T00:00:00.000+00:00|false|962072676772|962072676770
2012-09-26T03:30:01.526+00:00|2013-01-01T00:00:00.000+00:00|false|1099511630245|962072676770
2012-11-01T08:25:02.350+00:00|2013-01-01T00:00:00.000+00:00|false|1099511630246|962072676770
2012-06-16T03:52:35.785+00:00|2013-01-01T00:00:00.000+00:00|false|962072676775|962072676770
2012-09-25T14:21:35.728+00:00|2013-01-01T00:00:00.000+00:00|false|1099511630248|962072676770
2012-08-28T18:46:01.418+00:00|2013-01-01T00:00:00.000+00:00|false|1030792153513|962072676770
2012-07-28T12:19:02.738+00:00|2013-01-01T00:00:00.000+00:00|false|1030792153514|962072676770
2012-06-15T08:55:04.221+00:00|2013-01-01T00:00:00.000+00:00|false|962072676780|962072676779
2012-06-15T21:13:57.287+00:00|2013-01-01T00:00:00.000+00:00|false|962072676781|962072676779
2012-11-17T22:02:46.920+00:00|2013-01-01T00:00:00.000+00:00|false|1168231106990|962072676779
2012-06-29T22:50:23.841+00:00|2013-01-01T00:00:00.000+00:00|false|962072676785|962072676779
2012-06-21T02:00:49.123+00:00|2013-01-01T00:00:00.000+00:00|false|962072676792|962072676791
2012-12-21T08:50:25.791+00:00|2013-01-01T00:00:00.000+00:00|false|1168231107001|962072676791
2012-10-23T15:59:18.883+00:00|2013-01-01T00:00:00.000+00:00|false|1099511630266|962072676791
2012-11-21T06:19:33.160+00:00|2013-01-01T00:00:00.000+00:00|false|1168231107004|962072676791
2012-06-24T13:35:19.042+00:00|2013-01-01T00:00:00.000+00:00|false|962072676797|962072676791
2012-06-29T09:41:38.936+00:00|2013-01-01T00:00:00.000+00:00|false|962072676799|962072676798
2012-06-15T21:29:39.034+00:00|2013-01-01T00:00:00.000+00:00|false|962072676800|962072676798
2012-11-18T02:08:13.274+00:00|2013-01-01T00:00:00.000+00:00|false|1168231107009|962072676798
2012-06-16T05:06:27.394+00:00|2013-01-01T00:00:00.000+00:00|false|962072676802|962072676798
2012-11-01T06:51:05.884+00:00|2013-01-01T00:00:00.000+00:00|false|1099511630276|962072676798
2012-06-15T20:17:25.284+00:00|2013-01-01T00:00:00.000+00:00|false|962072676805|962072676798
2012-11-02T01:11:36.057+00:00|2013-01-01T00:00:00.000+00:00|false|1099511630282|962072676809
2012-12-10T12:29:13.379+00:00|2013-01-01T00:00:00.000+00:00|false|1168231107019|962072676809
2012-06-16T00:36:18.712+00:00|2013-01-01T00:00:00.000+00:00|false|962072676812|962072676809
2012-06-15T22:07:05.369+00:00|2013-01-01T00:00:00.000+00:00|false|962072676813|962072676809
2012-06-23T14:29:50.548+00:00|2013-01-01T00:00:00.000+00:00|false|962072676814|962072676809
2012-06-15T17:53:12.058+00:00|2013-01-01T00:00:00.000+00:00|false|962072676815|962072676809
2012-06-23T15:42:59.468+00:00|2013-01-01T00:00:00.000+00:00|false|962072676816|962072676809
2012-10-31T11:52:25.399+00:00|2013-01-01T00:00:00.000+00:00|false|1099511630289|962072676809
2012-07-27T22:27:04.418+00:00|2013-01-01T00:00:00.000+00:00|false|1030792153555|962072676809
2012-08-12T08:16:58.238+00:00|2013-01-01T00:00:00.000+00:00|false|1030792153557|962072676820
2012-08-12T18:46:42.705+00:00|2013-01-01T00:00:00.000+00:00|false|1030792153560|962072676820
2012-12-02T09:18:54.043+00:00|2013-01-01T00:00:00.000+00:00|false|1168231107034|1099511630297
2012-10-25T19:09:20.516+00:00|2013-01-01T00:00:00.000+00:00|false|1099511630299|1099511630297
2012-10-25T19:04:39.775+00:00|2013-01-01T00:00:00.000+00:00|false|1099511630300|1099511630297
2012-10-30T16:45:52.233+00:00|2012-12-06T07:58:04.480+00:00|false|1099511630308|1099511630307
2012-12-01T15:53:15.262+00:00|2012-12-06T07:58:04.480+00:00|false|1168231107046|1099511630307
2012-10-30T16:07:24.775+00:00|2012-12-06T07:58:04.480+00:00|false|1099511630313|1099511630307
2012-02-20T11:36:02.188+00:00|2013-01-01T00:00:00.000+00:00|false|824633723372|824633723371
2012-09-25T16:03:55.032+00:00|2013-01-01T00:00:00.000+00:00|false|1099511630317|824633723371
2012-12-15T01:22:52.041+00:00|2013-01-01T00:00:00.000+00:00|false|1168231107054|824633723371
2012-02-20T11:30:08.595+00:00|2013-01-01T00:00:00.000+00:00|false|824633723375|824633723371
2012-12-14T21:37:56.832+00:00|2013-01-01T00:00:00.000+00:00|false|1168231107056|824633723371
2012-02-20T19:27:12.281+00:00|2013-01-01T00:00:00.000+00:00|false|824633723378|824633723371
2012-02-20T19:20:06.511+00:00|2013-01-01T00:00:00.000+00:00|false|824633723379|824633723371
2012-11-29T18:11:17.308+00:00|2013-01-01T00:00:00.000+00:00|false|1168231107062|824633723371
2012-12-09T21:36:49.724+00:00|2013-01-01T00:00:00.000+00:00|false|1168231107071|1168231107070
2012-12-10T00:07:44.190+00:00|2013-01-01T00:00:00.000+00:00|false|1168231107072|1168231107070
2012-12-10T00:08:25.005+00:00|2013-01-01T00:00:00.000+00:00|false|1168231107073|1168231107070
2012-11-29T18:13:10.669+00:00|2013-01-01T00:00:00.000+00:00|false|1168231107075|893353200130
2012-10-03T09:42:58.443+00:00|2013-01-01T00:00:00.000+00:00|false|1099511630340|893353200130
