creationDate|deletionDate|explicitlyDeleted|Person1.id|Person2.id|weight
2012-08-27T11:50:03.662+00:00|2019-12-30T00:00:00.000+00:00|false|28587302322180|30786325577731|0.8046875
2012-11-15T04:05:28.671+00:00|2019-12-30T00:00:00.000+00:00|false|28587302322180|32985348833329|0.74609375
2012-12-16T07:11:30.642+00:00|2019-12-30T00:00:00.000+00:00|false|28587302322180|35184372088856|0.71875
2012-11-09T03:46:37.065+00:00|2019-12-30T00:00:00.000+00:00|false|28587302322204|35184372088850|0.87890625
2012-10-13T19:25:31.734+00:00|2019-12-30T00:00:00.000+00:00|false|8796093022237|24189255811081|0.9296875
2012-10-27T02:22:16.960+00:00|2019-12-30T00:00:00.000+00:00|false|8796093022237|24189255811109|1.0
2012-12-05T04:27:00.324+00:00|2019-12-30T00:00:00.000+00:00|false|8796093022237|35184372088856|1.0
2012-10-17T14:32:52.428+00:00|2019-12-30T00:00:00.000+00:00|false|17592186044461|26388279066658|0.9140625
2011-07-22T03:01:10.594+00:00|2019-12-30T00:00:00.000+00:00|false|2199023255557|8796093022237|0.98046875
2012-02-16T19:42:47.972+00:00|2019-12-30T00:00:00.000+00:00|false|2199023255557|13194139533355|0.9921875
2012-02-18T03:32:38.635+00:00|2019-12-30T00:00:00.000+00:00|false|2199023255557|24189255811081|0.94921875
2012-11-23T21:37:03.286+00:00|2019-12-30T00:00:00.000+00:00|false|10995116277782|26388279066641|0.8671875
2012-02-17T23:16:44.688+00:00|2019-12-30T00:00:00.000+00:00|false|10995116277782|26388279066658|0.57421875
2012-07-18T04:25:19.221+00:00|2019-12-30T00:00:00.000+00:00|false|10995116277782|28587302322180|0.68359375
2012-08-25T19:45:37.111+00:00|2019-12-30T00:00:00.000+00:00|false|10995116277782|28587302322204|0.83984375
2012-11-13T15:49:42.746+00:00|2019-12-30T00:00:00.000+00:00|false|10995116277782|35184372088856|0.96484375
2012-10-06T19:24:40.381+00:00|2019-12-30T00:00:00.000+00:00|false|14|10995116277782|0.890625
2012-07-08T08:27:12.264+00:00|2019-12-30T00:00:00.000+00:00|false|14|24189255811081|0.99609375
2012-11-25T22:45:21.004+00:00|2012-12-28T02:52:45.217+00:00|true|14|26388279066668|0.98828125
2012-05-02T11:06:54.001+00:00|2019-12-30T00:00:00.000+00:00|false|21990232555527|24189255811081|0.9296875
2011-11-07T22:05:10.543+00:00|2019-12-30T00:00:00.000+00:00|false|16|2199023255594|0.8203125
2012-06-14T05:43:25.817+00:00|2019-12-30T00:00:00.000+00:00|false|16|26388279066655|0.98828125
2012-09-22T16:53:26.452+00:00|2019-12-30T00:00:00.000+00:00|false|16|28587302322180|0.8359375
2012-06-29T17:45:34.905+00:00|2019-12-30T00:00:00.000+00:00|false|16|28587302322204|0.9921875
2012-10-05T20:30:05.935+00:00|2019-12-30T00:00:00.000+00:00|false|13194139533352|19791209299987|0.8984375
2012-05-26T21:49:18.731+00:00|2019-12-30T00:00:00.000+00:00|false|13194139533352|26388279066641|0.76953125
2012-11-06T23:13:50.030+00:00|2019-12-30T00:00:00.000+00:00|false|13194139533352|26388279066658|0.9375
2012-07-20T14:51:18.160+00:00|2019-12-30T00:00:00.000+00:00|false|13194139533352|28587302322180|0.953125
2012-07-14T05:38:41.120+00:00|2019-12-30T00:00:00.000+00:00|false|13194139533352|28587302322196|0.98828125
2012-05-14T01:43:33.791+00:00|2019-12-30T00:00:00.000+00:00|false|13194139533352|28587302322204|0.796875
2012-11-19T05:19:36.390+00:00|2019-12-30T00:00:00.000+00:00|false|13194139533352|35184372088850|0.91796875
2012-05-06T17:03:00.793+00:00|2019-12-30T00:00:00.000+00:00|false|26388279066641|28587302322180|0.81640625
2012-11-24T04:04:01.939+00:00|2019-12-30T00:00:00.000+00:00|false|26388279066641|28587302322204|0.97265625
2011-11-20T08:10:30.920+00:00|2019-12-30T00:00:00.000+00:00|false|10995116277761|13194139533352|0.85546875
2012-02-28T14:34:25.137+00:00|2019-12-30T00:00:00.000+00:00|false|10995116277761|17592186044443|0.93359375
2012-10-02T16:02:45.598+00:00|2019-12-30T00:00:00.000+00:00|false|10995116277761|26388279066655|0.9453125
2012-07-13T09:58:31.938+00:00|2019-12-30T00:00:00.000+00:00|false|10995116277761|26388279066658|0.79296875
2012-04-18T16:46:45.284+00:00|2019-12-30T00:00:00.000+00:00|false|17592186044443|28587302322180|0.8359375
2012-02-03T10:36:55.877+00:00|2019-12-30T00:00:00.000+00:00|false|13194139533355|24189255811081|0.95703125
2012-08-09T22:16:39.075+00:00|2019-12-30T00:00:00.000+00:00|false|13194139533355|32985348833329|1.0
2012-01-21T15:40:05.916+00:00|2019-12-30T00:00:00.000+00:00|false|8796093022244|13194139533355|1.0
2012-04-25T09:34:19.949+00:00|2019-12-30T00:00:00.000+00:00|false|26388279066668|28587302322180|0.8046875
2012-10-29T06:35:23.101+00:00|2019-12-30T00:00:00.000+00:00|false|26388279066668|28587302322204|0.9609375
2012-07-17T03:48:23.945+00:00|2019-12-30T00:00:00.000+00:00|false|6597069766702|26388279066658|0.97265625
2012-11-13T12:01:51.834+00:00|2019-12-30T00:00:00.000+00:00|false|28587302322191|35184372088856|1.0
