creationDate|deletionDate|explicitlyDeleted|Forum.id|Person.id
2010-06-22T06:17:13.975+00:00|2019-12-30T00:00:00.000+00:00|false|137438953498|16
2010-11-14T23:07:47.147+00:00|2019-12-30T00:00:00.000+00:00|false|343597383707|16
2010-12-25T03:13:44.488+00:00|2019-12-30T00:00:00.000+00:00|false|343597383708|16
2010-05-15T21:53:00.622+00:00|2019-12-30T00:00:00.000+00:00|false|137438953501|16
2010-06-27T09:50:35.718+00:00|2019-12-30T00:00:00.000+00:00|false|137438953502|16
2011-03-31T01:26:54.402+00:00|2019-12-30T00:00:00.000+00:00|false|481036337183|16
2011-01-28T04:20:39.627+00:00|2019-12-30T00:00:00.000+00:00|false|412316860448|16
2011-10-29T08:51:51.173+00:00|2019-12-30T00:00:00.000+00:00|false|687194767393|16
2010-07-22T19:50:41.336+00:00|2019-12-30T00:00:00.000+00:00|false|206158430242|16
2011-08-26T04:06:23.751+00:00|2019-12-30T00:00:00.000+00:00|false|618475290659|16
2010-07-25T17:46:50.767+00:00|2019-12-30T00:00:00.000+00:00|false|206158430244|16
2010-07-23T04:55:59.665+00:00|2019-12-30T00:00:00.000+00:00|false|206158430245|16
2010-03-25T19:46:57.026+00:00|2019-12-30T00:00:00.000+00:00|false|68719476774|16
2012-01-04T10:15:52.478+00:00|2019-12-30T00:00:00.000+00:00|false|755914244135|16
2012-01-22T20:44:40.732+00:00|2019-12-30T00:00:00.000+00:00|false|824633720872|16
2012-03-17T02:47:20.324+00:00|2019-12-30T00:00:00.000+00:00|false|893353197609|16
2012-07-04T01:34:21.380+00:00|2019-12-30T00:00:00.000+00:00|false|962072674346|16
2011-01-11T21:15:43.167+00:00|2019-12-30T00:00:00.000+00:00|false|412316860459|16
2010-03-12T17:40:50.364+00:00|2019-12-30T00:00:00.000+00:00|false|68719476780|16
2012-03-08T22:17:17.324+00:00|2019-12-30T00:00:00.000+00:00|false|893353197613|16
2011-09-29T12:44:32.296+00:00|2019-12-30T00:00:00.000+00:00|false|687194767406|16
2011-09-10T05:08:41.579+00:00|2019-12-30T00:00:00.000+00:00|false|687194767407|16
2011-03-06T19:13:39.912+00:00|2019-12-30T00:00:00.000+00:00|false|481036337200|16
2010-12-19T04:54:06.285+00:00|2019-12-30T00:00:00.000+00:00|false|343597383729|16
2011-08-23T09:53:01.426+00:00|2019-12-30T00:00:00.000+00:00|false|618475290674|16
2010-05-15T15:03:11.734+00:00|2019-12-30T00:00:00.000+00:00|false|137438953523|16
2011-08-19T03:57:05.827+00:00|2019-12-30T00:00:00.000+00:00|false|618475290676|16
2011-11-11T09:19:56.870+00:00|2019-12-30T00:00:00.000+00:00|false|755914244149|16
2012-11-20T11:57:50.004+00:00|2019-12-30T00:00:00.000+00:00|false|1168231104566|16
2012-03-30T10:11:22.788+00:00|2019-12-30T00:00:00.000+00:00|false|893353197623|28587302322180
2012-12-04T11:10:19.779+00:00|2019-12-30T00:00:00.000+00:00|false|1168231104568|28587302322180
2012-08-11T12:38:56.343+00:00|2019-12-30T00:00:00.000+00:00|false|1030792151097|28587302322180
2012-09-24T23:05:03.821+00:00|2019-12-30T00:00:00.000+00:00|false|1099511627834|28587302322180
2012-06-25T08:41:54.372+00:00|2019-12-30T00:00:00.000+00:00|false|962072674363|28587302322180
2012-10-19T20:50:49.894+00:00|2019-12-30T00:00:00.000+00:00|false|1099511627836|28587302322180
2012-05-11T04:01:21.340+00:00|2019-12-30T00:00:00.000+00:00|false|962072674365|28587302322180
2012-04-22T06:09:18.866+00:00|2019-12-30T00:00:00.000+00:00|false|893353197630|28587302322180
2012-05-18T05:01:59.303+00:00|2019-12-30T00:00:00.000+00:00|false|962072674367|28587302322180
2012-09-25T11:16:36.328+00:00|2019-12-30T00:00:00.000+00:00|false|1099511627840|28587302322180
2011-02-28T08:13:39.086+00:00|2019-12-30T00:00:00.000+00:00|false|412316860481|13194139533342
2011-04-17T16:50:15.401+00:00|2019-12-30T00:00:00.000+00:00|false|481036337218|13194139533342
2011-05-07T09:02:11.318+00:00|2019-12-30T00:00:00.000+00:00|false|549755813955|13194139533342
2012-12-30T05:47:25.441+00:00|2019-12-30T00:00:00.000+00:00|false|1168231104580|13194139533342
2011-12-08T16:56:28.807+00:00|2019-12-30T00:00:00.000+00:00|false|755914244165|13194139533342
2012-04-18T00:51:28.839+00:00|2019-12-30T00:00:00.000+00:00|false|893353197638|13194139533342
2012-09-20T11:06:49.540+00:00|2019-12-30T00:00:00.000+00:00|false|1099511627847|13194139533342
2012-06-19T16:34:00.961+00:00|2019-12-30T00:00:00.000+00:00|false|962072674376|13194139533342
2012-11-11T17:33:00.093+00:00|2019-12-30T00:00:00.000+00:00|false|1168231104585|13194139533342
2011-04-22T22:07:57.671+00:00|2019-12-30T00:00:00.000+00:00|false|481036337226|13194139533342
2012-10-02T10:09:17.547+00:00|2019-12-30T00:00:00.000+00:00|false|1099511627851|13194139533342
2012-04-17T13:55:37.434+00:00|2019-12-30T00:00:00.000+00:00|false|893353197644|13194139533342
2012-07-08T20:43:33.328+00:00|2019-12-30T00:00:00.000+00:00|false|962072674381|13194139533342
2012-10-03T14:18:15.144+00:00|2019-12-30T00:00:00.000+00:00|false|1099511627854|13194139533342
2012-01-22T00:24:56.759+00:00|2019-12-30T00:00:00.000+00:00|false|824633720911|13194139533342
2012-10-23T02:10:43.806+00:00|2019-12-30T00:00:00.000+00:00|false|1099511627856|13194139533342
2012-11-09T18:22:23.812+00:00|2019-12-30T00:00:00.000+00:00|false|1168231104593|13194139533342
2011-12-19T13:09:57.266+00:00|2019-12-30T00:00:00.000+00:00|false|755914244178|13194139533342
2012-03-01T14:02:27.194+00:00|2019-12-30T00:00:00.000+00:00|false|824633720915|13194139533342
2011-07-15T12:11:10.397+00:00|2019-12-30T00:00:00.000+00:00|false|618475290708|13194139533342
2011-08-12T16:25:45.853+00:00|2019-12-30T00:00:00.000+00:00|false|618475290709|13194139533342
2012-04-03T04:02:12.306+00:00|2019-12-30T00:00:00.000+00:00|false|893353197654|13194139533342
2011-07-26T21:04:15.596+00:00|2019-12-30T00:00:00.000+00:00|false|618475290711|13194139533342
2011-06-24T17:12:04.199+00:00|2019-12-30T00:00:00.000+00:00|false|549755813976|17592186044443
2011-09-17T15:09:16.824+00:00|2019-12-30T00:00:00.000+00:00|false|687194767449|17592186044443
2012-09-29T00:49:22.292+00:00|2019-12-30T00:00:00.000+00:00|false|1099511627866|17592186044443
2011-12-31T10:38:32.495+00:00|2019-12-30T00:00:00.000+00:00|false|755914244187|17592186044443
2011-09-03T11:22:08.784+00:00|2019-12-30T00:00:00.000+00:00|false|618475290716|17592186044443
2012-01-28T23:55:21.976+00:00|2019-12-30T00:00:00.000+00:00|false|824633720925|17592186044443
2011-07-20T07:15:34.813+00:00|2019-12-30T00:00:00.000+00:00|false|618475290718|17592186044443
2011-08-27T22:07:24.577+00:00|2019-12-30T00:00:00.000+00:00|false|618475290719|17592186044443
2011-10-13T21:46:52.858+00:00|2019-12-30T00:00:00.000+00:00|false|687194767456|17592186044443
2012-09-02T19:18:12.652+00:00|2019-12-30T00:00:00.000+00:00|false|1030792151137|17592186044443
2012-02-15T00:19:22.149+00:00|2019-12-30T00:00:00.000+00:00|true|824633720930|17592186044443
2012-09-03T06:48:40.472+00:00|2019-12-30T00:00:00.000+00:00|false|1030792151139|17592186044443
2012-02-17T07:25:59.880+00:00|2019-12-30T00:00:00.000+00:00|false|824633720932|17592186044443
2011-09-11T14:19:13.843+00:00|2019-12-30T00:00:00.000+00:00|false|687194767461|17592186044443
2012-01-13T20:52:18.000+00:00|2019-12-30T00:00:00.000+00:00|false|824633720934|17592186044443
2012-03-10T19:04:01.752+00:00|2019-12-30T00:00:00.000+00:00|false|893353197671|17592186044443
2012-08-02T17:27:19.546+00:00|2019-12-30T00:00:00.000+00:00|false|1030792151144|17592186044443
2011-12-31T22:07:58.730+00:00|2019-12-30T00:00:00.000+00:00|false|755914244201|17592186044443
2012-08-14T04:53:59.110+00:00|2019-12-30T00:00:00.000+00:00|false|1030792151146|17592186044443
2012-11-04T03:31:25.404+00:00|2019-12-30T00:00:00.000+00:00|false|1099511627883|35184372088856
2010-11-21T16:16:36.476+00:00|2019-12-30T00:00:00.000+00:00|false|343597383788|10995116277783
2011-12-10T05:00:10.544+00:00|2019-12-30T00:00:00.000+00:00|false|755914244205|10995116277783
2010-12-25T09:19:27.086+00:00|2019-12-30T00:00:00.000+00:00|false|343597383790|10995116277783
2011-03-03T09:42:44.966+00:00|2019-12-30T00:00:00.000+00:00|false|412316860527|10995116277783
2012-07-19T01:21:29.267+00:00|2019-12-30T00:00:00.000+00:00|false|1030792151152|10995116277783
2012-01-15T09:55:33.149+00:00|2019-12-30T00:00:00.000+00:00|false|824633720945|10995116277783
2012-08-14T10:28:27.565+00:00|2019-12-30T00:00:00.000+00:00|false|1030792151154|10995116277783
2011-02-03T18:12:16.328+00:00|2019-12-30T00:00:00.000+00:00|false|412316860531|10995116277783
2011-08-27T22:52:20.215+00:00|2019-12-30T00:00:00.000+00:00|false|618475290740|10995116277783
2012-03-14T06:10:05.928+00:00|2019-12-30T00:00:00.000+00:00|false|893353197685|10995116277783
2012-09-30T04:52:14.347+00:00|2019-12-30T00:00:00.000+00:00|false|1099511627894|10995116277783
2012-03-01T00:28:26.189+00:00|2019-12-30T00:00:00.000+00:00|false|824633720951|10995116277783
2012-09-14T19:37:51.495+00:00|2019-12-30T00:00:00.000+00:00|false|1099511627896|10995116277783
2011-12-20T21:04:03.718+00:00|2019-12-30T00:00:00.000+00:00|false|755914244217|10995116277783
2012-11-17T16:35:36.800+00:00|2019-12-30T00:00:00.000+00:00|false|1168231104634|10995116277783
2012-03-28T15:57:19.529+00:00|2019-12-30T00:00:00.000+00:00|false|893353197691|10995116277783
2012-06-28T14:45:53.075+00:00|2019-12-30T00:00:00.000+00:00|false|962072674428|10995116277783
2012-07-25T22:06:53.314+00:00|2019-12-30T00:00:00.000+00:00|false|1030792151165|10995116277783
2011-12-28T01:28:14.341+00:00|2019-12-30T00:00:00.000+00:00|false|755914244222|10995116277783
2012-10-21T17:56:44.999+00:00|2019-12-30T00:00:00.000+00:00|false|1099511627903|10995116277783
2011-01-24T10:07:39.379+00:00|2019-12-30T00:00:00.000+00:00|false|412316860544|10995116277783
2011-04-14T23:19:26.645+00:00|2019-12-30T00:00:00.000+00:00|false|481036337281|10995116277783
2011-04-10T04:25:31.383+00:00|2019-12-30T00:00:00.000+00:00|false|481036337282|10995116277783
2012-04-13T11:57:19.192+00:00|2019-12-30T00:00:00.000+00:00|false|893353197699|10995116277783
2011-03-23T16:29:29.206+00:00|2019-12-30T00:00:00.000+00:00|false|481036337284|10995116277783
2011-12-02T04:10:33.385+00:00|2019-12-30T00:00:00.000+00:00|false|755914244229|10995116277783
2010-11-13T15:50:19.443+00:00|2019-12-30T00:00:00.000+00:00|false|343597383814|10995116277761
2010-10-28T05:49:39.470+00:00|2019-12-30T00:00:00.000+00:00|false|274877907079|8796093022237
2012-11-24T17:52:11.966+00:00|2012-12-11T23:45:12.518+00:00|false|1168231104648|37383395344409
2010-03-24T18:14:14.882+00:00|2019-12-30T00:00:00.000+00:00|false|68719476873|2199023255557
2012-09-09T02:13:47.511+00:00|2019-12-30T00:00:00.000+00:00|false|1099511627914|35184372088871
2011-11-07T16:24:36.837+00:00|2019-12-30T00:00:00.000+00:00|false|755914244235|24189255811109
2010-09-28T17:47:00.451+00:00|2019-12-30T00:00:00.000+00:00|false|274877907084|8796093022244
2012-01-12T23:55:12.878+00:00|2019-12-30T00:00:00.000+00:00|false|824633720973|26388279066641
2011-12-29T07:56:49.032+00:00|2019-12-30T00:00:00.000+00:00|false|755914244238|24189255811081
2011-08-04T04:48:08.173+00:00|2019-12-30T00:00:00.000+00:00|false|618475290767|19791209299987
2012-12-22T21:12:07.971+00:00|2019-12-30T00:00:00.000+00:00|false|1168231104656|19791209299987
2012-11-09T04:08:08.056+00:00|2019-12-30T00:00:00.000+00:00|false|1168231104657|19791209299987
2012-07-08T15:44:18.124+00:00|2019-12-30T00:00:00.000+00:00|false|962072674450|19791209299987
2012-03-21T10:34:25.041+00:00|2019-12-30T00:00:00.000+00:00|false|893353197715|19791209299987
2012-01-17T19:33:11.294+00:00|2019-12-30T00:00:00.000+00:00|false|824633720980|19791209299987
2011-08-27T10:37:11.537+00:00|2019-12-30T00:00:00.000+00:00|false|618475290773|19791209299987
2012-12-12T19:41:26.992+00:00|2019-12-30T00:00:00.000+00:00|false|1168231104662|19791209299987
2011-09-28T03:40:32.906+00:00|2019-12-30T00:00:00.000+00:00|false|687194767511|19791209299987
2012-08-14T04:03:00.463+00:00|2019-12-30T00:00:00.000+00:00|false|1030792151192|19791209299987
2012-10-15T03:26:01.686+00:00|2019-12-30T00:00:00.000+00:00|false|1099511627929|19791209299987
2011-12-15T19:50:04.632+00:00|2019-12-30T00:00:00.000+00:00|false|755914244250|19791209299987
2012-06-08T12:39:31.801+00:00|2019-12-30T00:00:00.000+00:00|false|962072674459|19791209299987
2012-10-21T18:58:16.640+00:00|2019-12-30T00:00:00.000+00:00|false|1099511627932|19791209299987
2012-12-30T07:06:48.537+00:00|2019-12-30T00:00:00.000+00:00|false|1168231104669|19791209299987
2011-09-16T20:42:27.706+00:00|2019-12-30T00:00:00.000+00:00|false|687194767518|19791209299987
2012-02-11T13:01:56.068+00:00|2019-12-30T00:00:00.000+00:00|false|824633720991|19791209299987
2012-12-29T22:48:39.784+00:00|2019-12-30T00:00:00.000+00:00|false|1168231104672|19791209299987
2012-10-01T22:02:01.812+00:00|2019-12-30T00:00:00.000+00:00|false|1099511627937|35184372088834
2011-02-19T10:23:10.379+00:00|2019-12-30T00:00:00.000+00:00|false|412316860578|13194139533352
2011-08-03T18:12:16.258+00:00|2019-12-30T00:00:00.000+00:00|false|618475290787|13194139533352
2012-01-06T02:47:54.399+00:00|2019-12-30T00:00:00.000+00:00|false|755914244260|13194139533352
2011-09-29T05:27:09.096+00:00|2019-12-30T00:00:00.000+00:00|false|687194767525|13194139533352
2012-05-28T17:35:05.338+00:00|2019-12-30T00:00:00.000+00:00|false|962072674470|13194139533352
2012-07-24T03:12:27.390+00:00|2019-12-30T00:00:00.000+00:00|false|1030792151207|13194139533352
2011-09-03T22:32:26.143+00:00|2019-12-30T00:00:00.000+00:00|false|618475290792|13194139533352
2012-01-25T18:12:50.435+00:00|2019-12-30T00:00:00.000+00:00|false|824633721001|13194139533352
2012-03-18T21:19:17.101+00:00|2019-12-30T00:00:00.000+00:00|false|893353197738|13194139533352
2012-04-08T15:07:15.878+00:00|2019-12-30T00:00:00.000+00:00|false|893353197739|13194139533352
2011-11-11T13:32:31.005+00:00|2019-12-30T00:00:00.000+00:00|false|755914244268|13194139533352
2011-10-21T20:36:58.368+00:00|2019-12-30T00:00:00.000+00:00|false|687194767533|13194139533352
2012-01-29T04:55:43.724+00:00|2019-12-30T00:00:00.000+00:00|false|824633721006|13194139533352
2011-07-06T00:17:58.782+00:00|2019-12-30T00:00:00.000+00:00|false|549755814063|13194139533352
2011-12-11T10:44:06.902+00:00|2019-12-30T00:00:00.000+00:00|false|755914244272|13194139533352
2012-01-25T17:48:50.909+00:00|2019-12-30T00:00:00.000+00:00|false|824633721009|13194139533352
2012-04-28T19:29:32.053+00:00|2019-12-30T00:00:00.000+00:00|false|893353197746|13194139533352
2012-02-27T17:34:10.972+00:00|2019-12-30T00:00:00.000+00:00|false|824633721011|13194139533352
2011-08-19T04:23:59.765+00:00|2019-12-30T00:00:00.000+00:00|false|618475290804|13194139533352
2011-09-30T20:45:11.855+00:00|2019-12-30T00:00:00.000+00:00|false|687194767541|13194139533352
2011-05-23T21:37:07.999+00:00|2019-12-30T00:00:00.000+00:00|false|549755814070|13194139533352
2012-03-21T11:09:25.961+00:00|2019-12-30T00:00:00.000+00:00|false|893353197751|13194139533352
2012-03-20T03:09:42.828+00:00|2019-12-30T00:00:00.000+00:00|false|893353197752|13194139533352
2012-09-05T01:03:36.184+00:00|2019-12-30T00:00:00.000+00:00|false|1030792151225|32985348833291
2012-02-03T03:26:41.722+00:00|2019-12-30T00:00:00.000+00:00|false|824633721018|26388279066655
2010-09-17T21:25:11.182+00:00|2019-12-30T00:00:00.000+00:00|false|274877907131|8796093022234
2011-08-18T05:34:30.335+00:00|2019-12-30T00:00:00.000+00:00|false|618475290812|8796093022234
2012-12-31T19:40:23.800+00:00|2019-12-30T00:00:00.000+00:00|false|1168231104701|8796093022234
2011-05-23T20:27:52.310+00:00|2019-12-30T00:00:00.000+00:00|false|549755814078|8796093022234
2011-06-18T16:05:56.932+00:00|2019-12-30T00:00:00.000+00:00|false|549755814079|8796093022234
2011-02-15T09:29:38.987+00:00|2019-12-30T00:00:00.000+00:00|false|412316860608|8796093022234
2011-04-28T11:23:30.082+00:00|2019-12-30T00:00:00.000+00:00|false|481036337345|8796093022234
2010-09-25T07:38:32.157+00:00|2019-12-30T00:00:00.000+00:00|false|274877907138|8796093022234
2011-01-03T19:45:39.956+00:00|2019-12-30T00:00:00.000+00:00|false|343597383875|8796093022234
2012-10-21T01:34:13.159+00:00|2019-12-30T00:00:00.000+00:00|false|1099511627972|8796093022234
2012-10-08T20:53:25.968+00:00|2019-12-30T00:00:00.000+00:00|false|1099511627973|8796093022234
2010-11-15T22:24:49.790+00:00|2019-12-30T00:00:00.000+00:00|false|343597383878|8796093022234
2011-08-07T16:46:03.517+00:00|2019-12-30T00:00:00.000+00:00|false|618475290823|8796093022234
2011-12-11T06:19:44.094+00:00|2019-12-30T00:00:00.000+00:00|false|755914244296|8796093022234
2011-09-17T02:05:00.625+00:00|2019-12-30T00:00:00.000+00:00|false|687194767561|8796093022234
2010-12-04T06:57:52.596+00:00|2019-12-30T00:00:00.000+00:00|false|343597383882|8796093022234
2011-03-19T09:18:03.211+00:00|2019-12-30T00:00:00.000+00:00|false|481036337355|8796093022234
2012-11-05T10:00:58.962+00:00|2019-12-30T00:00:00.000+00:00|false|1099511627980|8796093022234
2012-05-16T10:06:54.176+00:00|2019-12-30T00:00:00.000+00:00|false|962072674509|8796093022234
2010-10-22T04:16:20.804+00:00|2019-12-30T00:00:00.000+00:00|false|274877907150|8796093022234
2012-01-11T03:39:09.456+00:00|2019-12-30T00:00:00.000+00:00|false|824633721039|8796093022234
2011-08-06T03:25:04.701+00:00|2019-12-30T00:00:00.000+00:00|false|618475290832|8796093022234
2012-04-20T03:09:33.181+00:00|2019-12-30T00:00:00.000+00:00|false|893353197777|8796093022234
2012-01-20T02:15:39.131+00:00|2019-12-30T00:00:00.000+00:00|false|824633721042|8796093022234
2011-01-11T10:52:24.731+00:00|2019-12-30T00:00:00.000+00:00|false|412316860627|8796093022234
2012-07-22T06:30:11.538+00:00|2019-12-30T00:00:00.000+00:00|false|1030792151252|8796093022234
2010-11-15T17:15:14.922+00:00|2019-12-30T00:00:00.000+00:00|false|343597383893|8796093022234
2012-05-12T18:56:09.181+00:00|2019-12-30T00:00:00.000+00:00|false|962072674518|8796093022234
2012-04-25T02:31:16.437+00:00|2019-12-30T00:00:00.000+00:00|false|893353197783|28587302322209
2012-10-08T09:18:15.877+00:00|2019-12-30T00:00:00.000+00:00|false|1099511627992|28587302322209
2012-05-22T11:58:33.951+00:00|2019-12-30T00:00:00.000+00:00|false|962072674521|28587302322209
2012-08-19T08:54:04.141+00:00|2019-12-30T00:00:00.000+00:00|false|1030792151258|28587302322209
2012-04-27T10:08:10.930+00:00|2019-12-30T00:00:00.000+00:00|false|893353197787|28587302322209
2012-08-13T01:15:13.514+00:00|2019-12-30T00:00:00.000+00:00|false|1030792151260|28587302322209
2012-06-15T00:29:58.569+00:00|2019-12-30T00:00:00.000+00:00|false|962072674525|28587302322209
2012-12-30T08:46:37.437+00:00|2019-12-30T00:00:00.000+00:00|false|1168231104734|28587302322209
2012-10-24T03:40:47.249+00:00|2019-12-30T00:00:00.000+00:00|false|1099511627999|28587302322209
2011-01-09T19:16:47.913+00:00|2019-12-30T00:00:00.000+00:00|false|412316860640|13194139533355
2010-11-25T20:18:55.744+00:00|2019-12-30T00:00:00.000+00:00|false|343597383905|10995116277808
2012-02-02T06:38:45.973+00:00|2019-12-30T00:00:00.000+00:00|false|824633721058|10995116277808
2011-09-20T15:57:09.678+00:00|2019-12-30T00:00:00.000+00:00|false|687194767587|10995116277808
2012-05-21T13:54:17.475+00:00|2019-12-30T00:00:00.000+00:00|false|962072674532|10995116277808
2010-11-28T18:12:35.422+00:00|2019-12-30T00:00:00.000+00:00|false|343597383909|10995116277808
2012-05-28T09:51:41.438+00:00|2019-12-30T00:00:00.000+00:00|false|962072674534|10995116277808
2012-04-24T09:24:41.498+00:00|2019-12-30T00:00:00.000+00:00|false|893353197799|10995116277808
2012-04-26T12:25:01.717+00:00|2019-12-30T00:00:00.000+00:00|false|893353197800|10995116277808
2012-08-30T22:42:42.464+00:00|2019-12-30T00:00:00.000+00:00|false|1030792151273|10995116277808
2012-10-02T00:16:23.686+00:00|2019-12-30T00:00:00.000+00:00|false|1099511628010|10995116277808
2010-12-21T22:02:29.401+00:00|2019-12-30T00:00:00.000+00:00|false|343597383915|10995116277808
2012-06-14T02:30:48.876+00:00|2019-12-30T00:00:00.000+00:00|false|962072674540|10995116277808
2012-01-31T23:33:36.128+00:00|2019-12-30T00:00:00.000+00:00|false|824633721069|10995116277808
2011-08-12T04:59:21.345+00:00|2019-12-30T00:00:00.000+00:00|false|618475290862|10995116277808
2012-08-11T08:18:19.285+00:00|2019-12-30T00:00:00.000+00:00|false|1030792151279|10995116277808
2011-05-03T13:48:12.641+00:00|2019-12-30T00:00:00.000+00:00|false|481036337392|10995116277808
2012-04-24T15:37:49.764+00:00|2019-12-30T00:00:00.000+00:00|false|893353197809|10995116277808
2011-10-03T13:29:25.146+00:00|2019-12-30T00:00:00.000+00:00|false|687194767602|10995116277808
2011-07-24T02:02:19.666+00:00|2019-12-30T00:00:00.000+00:00|false|618475290867|10995116277808
2012-06-17T01:15:39.584+00:00|2019-12-30T00:00:00.000+00:00|false|962072674548|10995116277808
2012-02-24T21:45:47.610+00:00|2019-12-30T00:00:00.000+00:00|false|824633721077|10995116277808
2012-06-21T17:36:42.654+00:00|2019-12-30T00:00:00.000+00:00|false|962072674550|10995116277808
2011-06-26T20:49:54.622+00:00|2019-12-30T00:00:00.000+00:00|false|549755814135|10995116277808
2011-10-15T07:27:04.908+00:00|2019-12-30T00:00:00.000+00:00|false|687194767608|10995116277808
2012-02-29T12:25:21.315+00:00|2019-12-30T00:00:00.000+00:00|false|824633721081|10995116277808
2011-11-05T02:20:55.008+00:00|2019-12-30T00:00:00.000+00:00|false|687194767610|10995116277808
2012-09-06T14:44:54.276+00:00|2019-12-30T00:00:00.000+00:00|false|1030792151291|10995116277808
2011-05-05T06:10:06.308+00:00|2019-12-30T00:00:00.000+00:00|false|481036337404|10995116277808
2012-03-12T16:57:06.034+00:00|2019-12-30T00:00:00.000+00:00|false|893353197821|10995116277808
2012-03-17T14:21:17.120+00:00|2019-12-30T00:00:00.000+00:00|false|893353197822|28587302322223
2012-07-03T00:55:26.938+00:00|2019-12-30T00:00:00.000+00:00|false|962072674559|30786325577731
2012-08-09T21:35:51.016+00:00|2019-12-30T00:00:00.000+00:00|false|1030792151296|32985348833329
2012-11-13T15:22:14.330+00:00|2019-12-30T00:00:00.000+00:00|false|1168231104769|32985348833329
2012-12-12T09:50:04.491+00:00|2019-12-30T00:00:00.000+00:00|false|1168231104770|32985348833329
2012-10-26T18:05:54.102+00:00|2019-12-30T00:00:00.000+00:00|false|1099511628035|32985348833329
2012-09-08T19:56:52.520+00:00|2019-12-30T00:00:00.000+00:00|false|1099511628036|32985348833329
2012-11-22T22:15:35.962+00:00|2019-12-30T00:00:00.000+00:00|false|1168231104773|37383395344394
2012-12-05T12:39:55.693+00:00|2019-12-30T00:00:00.000+00:00|false|1168231104774|37383395344394
2010-08-08T01:41:26.348+00:00|2019-12-30T00:00:00.000+00:00|false|206158430471|6597069766702
2010-09-20T13:07:31.704+00:00|2019-12-30T00:00:00.000+00:00|false|274877907208|6597069766702
2010-10-18T08:24:16.207+00:00|2019-12-30T00:00:00.000+00:00|false|274877907209|6597069766702
2012-01-08T03:34:39.053+00:00|2019-12-30T00:00:00.000+00:00|false|824633721098|6597069766702
2011-10-08T09:23:37.777+00:00|2019-12-30T00:00:00.000+00:00|false|687194767627|6597069766702
2010-08-12T17:07:35.345+00:00|2019-12-30T00:00:00.000+00:00|false|206158430476|6597069766702
2010-10-15T11:16:22.213+00:00|2019-12-30T00:00:00.000+00:00|false|274877907213|6597069766702
2012-05-05T04:52:10.144+00:00|2019-12-30T00:00:00.000+00:00|false|893353197838|6597069766702
2011-12-28T16:00:13.919+00:00|2019-12-30T00:00:00.000+00:00|false|755914244367|6597069766702
2012-11-27T08:07:04.595+00:00|2019-12-30T00:00:00.000+00:00|false|1168231104784|6597069766702
2011-09-27T03:59:53.829+00:00|2019-12-30T00:00:00.000+00:00|false|687194767633|6597069766702
